科系代碼,學校,科系,招收人數,國文檢定,英文檢定,數學檢定,社會檢定,自然檢定,總級分檢定,英聽檢定,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,總級分倍率,第二試時間(起),第二試時間(訖),篩選一,篩選二,篩選三,篩選四,篩選五,篩選六,超額篩選
034052,國立東華大學,化學系,18,--,均標,均標,--,均標,--,--,--,8,6,--,3,--,105.4.15,105.4.15,英=9,數=7,自=11,,,,有
034062,國立東華大學,生命科學系,25,--,--,--,--,--,均標,--,--,3,--,--,3,3,--,--,英+自+總=74,,,,,,有
034072,國立東華大學,資訊工程學系學士班資工組,17,--,--,--,--,--,均標,--,--,--,--,--,--,3,105.4.15,105.4.15,總=54,,,,,,有
034082,國立東華大學,資訊工程學系學士班國際組,6,--,均標,均標,--,--,--,--,--,3,6,--,--,--,105.4.15,105.4.15,數=7,英=11,,,,,有
034092,國立東華大學,電機工程學系,25,--,--,均標,--,均標,--,--,--,--,3,--,3,4,--,--,總=51,數+自=23,,,,,有
034102,國立東華大學,材料科學與工程學系,26,--,均標,均標,--,均標,--,--,--,7,5,--,3,--,105.4.15,105.4.15,英=9,數=8,自=12,,,,有
034112,國立東華大學,光電工程學系,20,--,--,--,--,均標,--,--,--,--,--,--,3,6,105.4.15,105.4.15,總=45,自=12,,,,,有
034122,國立東華大學,企業管理學系,17,均標,均標,均標,--,--,--,--,8,6,3,--,--,--,105.4.15,105.4.15,國=10,英=9,數=9,,,,有
034132,國立東華大學,會計學系,15,均標,均標,均標,--,--,--,--,7,5,3,--,--,--,105.4.15,105.4.15,國=10,英=10,數=9,,,,有
034142,國立東華大學,資訊管理學系,17,--,均標,均標,--,--,均標,--,--,3,5,--,--,6,105.4.15,105.4.15,總=45,數=7,英=9,,,,有
034152,國立東華大學,國際企業學系,15,均標,均標,均標,--,--,--,--,4,5,3,--,--,--,105.4.15,105.4.15,英=10,國=11,數=8,,,,有
034162,國立東華大學,財務金融學系,14,均標,均標,均標,--,--,--,--,3,5,4,--,--,--,105.4.15,105.4.15,英=9,數=8,國=11,,,,有
034172,國立東華大學,觀光暨休閒遊憩學系,16,均標,均標,均標,--,--,--,--,3,8,5,--,--,--,105.4.15,105.4.15,英=9,數=7,國=12,,,,有
034182,國立東華大學,管理學院管理科學與財金國際學士學位學程,8,均標,均標,均標,--,--,--,--,3,5,4,--,--,--,105.4.15,105.4.15,英=11,數=7,國=10,,,,無
034192,國立東華大學,華文文學系,18,均標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=13,,,,,,有
034202,國立東華大學,中國語文學系,20,均標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=13,,,,,,有
034212,國立東華大學,英美語文學系,16,均標,前標,--,--,--,--,--,5,3,--,--,--,--,105.4.15,105.4.15,國=10,英=14,,,,,有
034222,國立東華大學,臺灣文化學系,17,--,均標,--,均標,--,--,--,--,3,--,4,--,--,--,--,社=10,英=9,,,,,有
034232,國立東華大學,歷史學系,13,均標,--,--,--,--,--,--,--,3.5,--,6,--,--,105.4.15,105.4.15,社=12,英=10,,,,,有
034242,國立東華大學,經濟學系,20,均標,均標,均標,--,--,--,--,5,4,3,--,--,--,105.4.15,105.4.15,國=10,英=9,數=8,,,,有
034252,國立東華大學,諮商與臨床心理學系,15,--,均標,均標,--,--,--,--,--,2.5,3,--,--,--,105.4.15,105.4.15,數=10,英=11,,,,,有
034262,國立東華大學,社會學系,10,均標,均標,--,均標,--,--,--,--,--,--,6,--,3,105.4.15,105.4.15,社=10,總=49,,,,,有
034272,國立東華大學,公共行政學系,15,均標,均標,--,均標,--,均標,--,5,4,--,3,--,--,105.4.15,105.4.15,國=10,英=9,社=12,,,,有
034282,國立東華大學,法律學士學位學程,3,均標,均標,--,--,--,--,--,4,4,--,--,--,--,105.4.15,105.4.15,國+英=25,,,,,,有
034292,國立東華大學,教育與潛能開發學系,16,均標,--,--,--,--,--,--,3,4,5,--,--,--,105.4.15,105.4.15,數=7,英=8,國=11,,,,有
034302,國立東華大學,教育行政與管理學系,15,均標,--,--,均標,--,--,--,3,--,--,3,--,--,105.4.15,105.4.15,國+社=24,,,,,,有
034312,國立東華大學,特殊教育學系,14,均標,均標,--,--,--,--,--,3,6,--,--,--,--,105.4.15,105.4.15,英=9,國=12,,,,,有
034322,國立東華大學,幼兒教育學系,14,--,--,--,均標,--,--,--,6,5,--,3,--,--,105.4.15,105.4.15,國=9,英=8,社=11,,,,有
034332,國立東華大學,族群關係與文化學系,5,均標,--,--,均標,--,--,--,5,--,--,4,--,--,--,--,國=12,社=12,,,,,有
034342,國立東華大學,民族語言與傳播學系,8,均標,後標,--,--,--,--,--,3,4,--,--,--,--,--,--,英=8,國=11,,,,,有
034352,國立東華大學,民族事務與發展學系,1,均標,--,--,均標,--,--,--,4,--,--,--,--,--,--,--,國=12,,,,,,有
034362,國立東華大學,民族社會工作學士學位學程,1,均標,--,--,均標,--,--,--,4,--,--,--,--,--,--,--,國=13,,,,,,有
034372,國立東華大學,自然資源與環境學系,25,--,均標,--,--,均標,--,--,--,8,--,--,3,--,105.4.15,105.4.15,英=9,自=11,,,,,有
035012,臺北市立大學,教育學系,30,均標,均標,--,--,--,--,--,3,--,--,--,--,--,105.3.26,105.3.26,國=13,,,,,,有
035022,臺北市立大學,特殊教育學系,16,均標,均標,均標,--,--,--,--,3,5,6,--,--,--,105.3.26,105.3.26,數=8,英=11,國=12,,,,有
035032,臺北市立大學,幼兒教育學系,31,均標,--,--,--,--,--,--,3,4,6,--,--,10,105.3.27,105.3.27,總=43,數=7,英=10,國=12,,,有
035042,臺北市立大學,心理與諮商學系,20,均標,均標,均標,--,--,均標,C級,5,2.5,6,--,--,--,105.3.27,105.3.27,數=10,國=11,英=13,,,,有
035052,臺北市立大學,學習與媒材設計學系,15,均標,均標,均標,--,--,均標,--,3,6,5,--,--,--,105.3.27,105.3.27,英=10,數=8,國=12,,,,無
035062,臺北市立大學,中國語文學系,20,均標,--,--,均標,--,--,--,3,--,--,--,--,--,105.3.26,105.3.26,國=14,,,,,,有
035072,臺北市立大學,英語教學系,17,均標,前標,--,--,--,均標,A級,--,3,--,--,--,6,105.3.27,105.3.27,總=54,英=14,,,,,有
035082,臺北市立大學,英語教學系(公費生),1,均標,前標,--,--,--,均標,A級,--,6,--,--,--,12,105.3.27,105.3.27,總=66,英=15,,,,,有
035092,臺北市立大學,社會暨公共事務學系,14,均標,均標,--,均標,--,--,--,7,5,--,3.5,--,--,105.3.26,105.3.26,國=12,英=12,社=12,,,,有
035102,臺北市立大學,歷史與地理學系,12,均標,均標,--,均標,--,--,--,8,10,--,4,--,--,105.3.26,105.3.26,英=9,國=11,社=14,,,,有
035112,臺北市立大學,地球環境暨生物資源學系,15,--,--,--,--,均標,均標,--,--,8,5,--,3,--,105.3.27,105.3.27,英=9,數=10,自=12,,,,有
035122,臺北市立大學,應用物理暨化學系電子物理組,9,--,均標,均標,--,均標,--,--,--,5,4,--,3,--,105.3.26,105.3.26,英=11,數=9,自=12,,,,有
035132,臺北市立大學,應用物理暨化學系應用化學組,9,--,均標,均標,--,均標,--,--,--,5,4,--,3,--,105.3.27,105.3.27,英=11,數=9,自=12,,,,有
035142,臺北市立大學,數學系,26,均標,--,均標,--,--,--,--,--,--,3,--,--,--,105.3.26,105.3.26,數=12,,,,,,有
035152,臺北市立大學,資訊科學系,26,均標,均標,均標,--,--,--,--,5,5,3,--,--,--,105.3.27,105.3.27,國+英=22,數=11,,,,,有
035162,臺北市立大學,城市發展學系,17,均標,均標,--,--,--,--,--,--,--,6,3,--,--,105.3.27,105.3.27,數=6,社=12,,,,,有
035172,臺北市立大學,都會產業經營與行銷學系,17,均標,--,--,均標,--,--,--,10,3,6,--,--,--,105.3.27,105.3.27,國=12,數=8,英=11,,,,有
035182,臺北市立大學,衛生福利學系,17,均標,均標,--,--,--,--,--,--,--,6,--,3,--,105.3.27,105.3.27,數=8,自=10,,,,,有
036012,國立屏東大學,教育學系,36,均標,均標,後標,均標,後標,均標,--,5,3,4,--,--,--,105.4.2,105.4.2,國=10,數=5,英=10,,,,有
036022,國立屏東大學,幼兒教育學系,30,均標,--,--,均標,--,後標,--,2.5,--,--,2.5,--,--,105.4.2,105.4.2,國+社=23,,,,,,有
036032,國立屏東大學,特殊教育學系,20,均標,均標,--,--,--,--,--,--,--,--,--,--,3,105.4.2,105.4.2,總=50,,,,,,有
036042,國立屏東大學,教育心理與輔導學系,10,均標,均標,均標,--,--,--,--,--,--,--,--,--,3,105.4.2,105.4.2,總=55,,,,,,有
036052,國立屏東大學,中國語文學系,10,均標,後標,--,--,--,--,--,--,--,--,--,--,4,105.4.2,105.4.2,總=48,,,,,,有
036062,國立屏東大學,英語學系,13,--,均標,--,--,--,--,--,--,3.5,--,--,--,--,105.4.2,105.4.2,英=13,,,,,,有
036072,國立屏東大學,文化創意產業學系,20,均標,後標,--,均標,--,--,--,--,--,--,--,--,3,105.4.2,105.4.2,總=51,,,,,,有
036082,國立屏東大學,社會發展學系,18,--,--,--,均標,--,--,--,--,--,--,--,--,3,105.4.2,105.4.2,總=50,,,,,,有
036092,國立屏東大學,應用英語學系,2,--,均標,--,--,--,--,--,--,25,--,--,--,--,--,--,英=12,,,,,,有
036102,國立屏東大學,應用日語學系,2,均標,均標,--,均標,--,--,--,25,--,--,--,--,--,--,--,國=12,,,,,,有
036112,國立屏東大學,商業自動化與管理學系,2,--,後標,後標,--,--,--,--,--,--,--,--,--,10,--,--,總=51,,,,,,有
036122,國立屏東大學,行銷與流通管理學系,2,--,後標,後標,--,--,--,--,--,15,15,--,--,--,--,--,英+數=19,,,,,,有
036132,國立屏東大學,休閒事業經營學系,2,均標,均標,--,--,--,--,--,--,--,--,--,--,15,--,--,總=35,,,,,,無
036142,國立屏東大學,不動產經營學系,3,均標,均標,均標,--,--,均標,--,--,--,--,--,--,15,--,--,總=47,,,,,,無
036152,國立屏東大學,企業管理學系,2,--,後標,--,--,--,--,--,--,--,--,--,--,10,--,--,總=47,,,,,,有
036162,國立屏東大學,國際貿易學系,2,--,均標,--,--,--,--,--,--,--,--,--,--,10,--,--,總=53,,,,,,有
036172,國立屏東大學,財務金融學系,2,後標,後標,後標,--,--,--,--,25,20,15,--,--,--,105.4.2,105.4.2,國=10,英=8,數=6,,,,有
036182,國立屏東大學,會計學系,4,--,後標,--,--,--,後標,--,--,5,--,--,--,10,--,--,總=52,英=12,,,,,有
036192,國立屏東大學,應用化學系,27,--,--,後標,--,均標,--,--,--,--,--,--,--,3,105.4.2,105.4.2,總=51,,,,,,有
036202,國立屏東大學,應用數學系,23,--,--,均標,--,後標,--,--,--,--,3,--,3,--,105.4.2,105.4.2,數+自=22,,,,,,有
036212,國立屏東大學,應用物理系物理組,16,--,--,--,--,均標,--,C級,--,--,3,--,5,--,105.4.2,105.4.2,自=9,數=9,,,,,有
036222,國立屏東大學,應用物理系光電暨材料組,21,--,--,--,--,均標,--,C級,--,--,3,--,5,--,105.4.2,105.4.2,自=9,數=9,,,,,有
036232,國立屏東大學,科普傳播學系,12,--,--,後標,--,後標,--,--,--,--,--,--,--,4,105.4.2,105.4.2,總=25,,,,,,無
036242,國立屏東大學,電腦與智慧型機器人學士學位學程,5,--,後標,後標,--,--,--,--,--,5,4,--,--,10,105.4.2,105.4.2,總=42,英=9,數=6,,,,有
036252,國立屏東大學,電腦與通訊學系,4,--,後標,後標,--,--,--,--,--,10,8,--,--,--,--,--,英=10,數=7,,,,,有
036262,國立屏東大學,資訊工程學系,1,--,底標,底標,--,--,--,--,--,8,8,--,--,--,--,--,英+數=23,,,,,,無
036272,國立屏東大學,資訊科學系,22,--,--,後標,--,--,--,--,--,--,3,--,--,--,105.4.2,105.4.2,數=10,,,,,,有
036282,國立屏東大學,資訊管理學系,3,均標,後標,後標,--,--,--,--,--,--,--,--,--,5,--,--,總=51,,,,,,無
037012,國立新竹教育大學,教育與學習科技學系,16,均標,均標,均標,--,--,均標,--,5,4,3,--,--,--,105.4.15,105.4.15,國=12,英=11,數=8,,,,有
037022,國立新竹教育大學,幼兒教育學系,36,均標,均標,--,--,--,--,--,5,3,--,--,--,2,105.4.15,105.4.15,國=10,英=11,總=53,,,,有
037032,國立新竹教育大學,教育心理與諮商學系,14,均標,均標,均標,--,--,均標,--,6,5,4,--,--,3,105.4.15,105.4.15,國=12,英=12,數=9,總=59,,,有
037042,國立新竹教育大學,特殊教育學系,5,均標,均標,--,--,--,--,--,6,5,--,--,--,4,105.4.15,105.4.15,國=12,英=12,總=52,,,,無
037052,國立新竹教育大學,環境與文化資源學系,14,均標,均標,--,均標,--,--,--,5,4,--,3,--,--,105.4.15,105.4.15,國=10,英=9,社=11,,,,有
037062,國立新竹教育大學,中國語文學系,8,均標,--,--,--,--,--,C級,5,3,--,--,--,--,105.4.1,105.4.1,國=14,英=11,,,,,有
037072,國立新竹教育大學,應用數學系,10,--,--,均標,--,均標,--,--,--,6,3,--,6,--,105.4.15,105.4.15,英+自=21,數=13,,,,,有
037082,國立新竹教育大學,應用科學系材料科學組,13,--,均標,均標,--,均標,--,--,--,6,5,--,5,3.5,105.4.15,105.4.15,英=10,數+自=20,總=55,,,,有
037092,國立新竹教育大學,應用科學系生命科學組,15,--,均標,--,--,均標,均標,--,--,5,--,--,4,3,105.4.15,105.4.15,英=10,自=11,總=56,,,,有
037102,國立新竹教育大學,不分系招生(人文教育勵進組),18,均標,均標,--,--,--,--,--,3,3,--,--,--,--,--,--,國+英=20,,,,,,有
037112,國立新竹教育大學,不分系招生(理工勵進組),6,--,--,均標,--,均標,--,--,--,--,5,--,5,--,--,--,數+自=17,,,,,,無
037122,國立新竹教育大學,中國語文學系(公費生),1,頂標,頂標,均標,--,--,前標,B級,10,5,--,--,--,--,105.4.1,105.4.1,國=15,英=15,,,,,無
037132,國立新竹教育大學,英語教學系(公費生甲組),1,均標,前標,--,--,--,--,A級,15,10,20,--,--,--,105.4.15,105.4.15,數=5,國=12,英=14,,,,有
037142,國立新竹教育大學,英語教學系(公費生乙組),1,均標,前標,--,--,--,--,A級,15,10,20,--,--,--,105.4.15,105.4.15,數=10,國=13,英=14,,,,有
038012,國立臺東大學,教育學系,36,均標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.16,105.4.16,國=12,,,,,,有
038022,國立臺東大學,文化資源與休閒產業學系,30,後標,後標,--,--,--,後標,C級,--,--,--,--,--,3,105.4.16,105.4.16,總=41,,,,,,有
038032,國立臺東大學,幼兒教育學系,20,後標,--,--,--,--,--,--,3,5,6,--,--,--,105.4.16,105.4.16,數=6,英=7,國=11,,,,有
038042,國立臺東大學,特殊教育學系,26,後標,--,--,--,--,--,C級,3,--,--,--,--,--,105.4.16,105.4.16,國=12,,,,,,有
038052,國立臺東大學,數位媒體與文教產業學系,30,均標,--,--,--,--,--,--,3,--,--,--,--,--,105.4.16,105.4.16,國=11,,,,,,有
038062,國立臺東大學,英美語文學系,28,後標,均標,--,--,--,--,B級,5,3,--,--,--,--,105.4.16,105.4.16,國=9,英=11,,,,,有
038072,國立臺東大學,華語文學系,29,均標,--,--,--,--,後標,--,3,4,--,--,--,--,105.4.16,105.4.16,英=5,國=11,,,,,有
038082,國立臺東大學,身心整合與運動休閒產業學系,21,後標,後標,--,--,--,--,C級,--,--,--,--,--,3,105.4.16,105.4.16,總=43,,,,,,有
038092,國立臺東大學,公共與文化事務學系,25,--,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.16,105.4.16,總=37,,,,,,有
038102,國立臺東大學,應用數學系,26,--,--,後標,--,--,--,--,--,--,3,--,--,--,105.4.16,105.4.16,數=9,,,,,,有
038112,國立臺東大學,資訊管理學系,28,--,--,--,--,--,後標,--,--,--,--,--,--,3,105.4.16,105.4.16,總=45,,,,,,有
038122,國立臺東大學,生命科學系,23,--,--,--,--,後標,後標,--,--,--,--,--,3,--,105.4.16,105.4.16,自=10,,,,,,有
038132,國立臺東大學,應用科學系化學及奈米科學組,26,--,--,--,--,後標,後標,--,--,--,--,--,3,--,105.4.16,105.4.16,自=9,,,,,,有
038142,國立臺東大學,應用科學系應用物理組,26,--,--,--,--,後標,後標,--,--,--,--,--,3,--,105.4.16,105.4.16,自=10,,,,,,有
038152,國立臺東大學,資訊工程學系,54,--,--,底標,--,--,底標,--,--,5,4,--,--,3,105.4.16,105.4.16,英=3,數=5,總=42,,,,有
038162,國立臺東大學,綠色與資訊科技學士學位學程,15,--,--,--,--,後標,--,--,--,--,--,--,3,--,105.4.16,105.4.16,自=8,,,,,,有
039012,國立體育大學,運動保健學系,26,--,--,--,--,--,後標,--,--,--,--,--,--,2,105.4.15,105.4.15,總=55,,,,,,有
039022,國立體育大學,休閒產業經營學系,22,--,均標,--,--,--,--,--,--,--,--,--,--,2,105.4.15,105.4.15,總=52,,,,,,無
039032,國立體育大學,體育推廣學系(一般組),17,後標,--,--,--,--,--,--,--,--,--,--,--,3,105.4.15,105.4.16,總=48,,,,,,有
040012,元智大學,管理學院學士班(主修：企業管理),58,--,--,後標,--,--,--,--,4,4,4,--,--,3,105.4.10,105.4.10,國+英+數=18,總=47,,,,,有
040022,元智大學,管理學院學士班(主修：財務金融),58,--,--,後標,--,--,--,--,4,4,4,--,--,3,105.4.10,105.4.10,國+英+數=12,總=44,,,,,有
040032,元智大學,管理學院學士班(主修：國際企業),58,--,--,後標,--,--,--,--,4,4,4,--,--,3,105.4.10,105.4.10,國+英+數=12,總=44,,,,,有
040042,元智大學,管理學院學士班(主修：會計),34,--,--,後標,--,--,--,--,4,4,4,--,--,3,105.4.10,105.4.10,國+英+數=26,總=49,,,,,有
040052,元智大學,管理學院學士班(英語專班),38,--,均標,--,--,--,--,--,--,4,4,--,--,3,105.4.10,105.4.10,英+數=11,總=30,,,,,無
040062,元智大學,應用外語學系,25,--,均標,--,--,--,--,--,6,3,--,--,--,--,105.4.10,105.4.10,國=10,英=13,,,,,有
040072,元智大學,中國語文學系,36,--,後標,--,--,--,--,--,3,4,--,5,--,--,105.4.10,105.4.10,社=5,英=6,國=10,,,,有
040082,元智大學,社會暨政策科學學系,36,--,--,--,後標,--,--,--,5,4,3,--,--,--,105.4.10,105.4.10,國=10,英=6,數=5,,,,有
040092,元智大學,資訊傳播學系設計組,36,--,後標,--,--,--,--,--,--,--,--,--,--,3,105.4.10,105.4.10,總=42,,,,,,有
040102,元智大學,資訊傳播學系科技組,36,--,後標,--,--,--,--,--,--,--,6,--,--,3,105.4.10,105.4.10,數=2,總=40,,,,,有
040112,元智大學,資訊管理學系,72,--,後標,後標,--,--,--,--,3,3,--,--,--,4,105.4.10,105.4.10,總=30,國+英=11,,,,,無
040122,元智大學,資訊工程學系,88,--,--,--,--,--,均標,--,--,3,3,--,--,--,--,--,英+數=21,,,,,,有
040132,元智大學,機械工程學系,72,--,--,後標,--,--,--,--,--,5,3,--,3,--,105.4.10,105.4.10,英=5,數+自=20,,,,,有
040142,元智大學,化學工程與材料科學學系,72,後標,均標,後標,後標,後標,--,--,--,--,--,--,--,3,105.4.10,105.4.10,總=43,,,,,,無
040152,元智大學,工業工程與管理學系,72,--,--,--,--,後標,--,--,--,--,--,--,--,3,105.4.10,105.4.10,總=46,,,,,,有
040162,元智大學,電機工程學系,72,--,均標,--,--,--,--,--,--,5,3,--,3,--,--,--,英=9,數+自=22,,,,,有
040172,元智大學,通訊工程學系(電機通訊組),16,--,--,--,--,--,均標,--,--,--,4,--,5,3,--,--,自=10,數=9,總=53,,,,有
040182,元智大學,通訊工程學系(電子電路組),14,--,--,--,--,--,均標,--,--,--,4,--,5,3,--,--,自=9,數=4,總=45,,,,無
040192,元智大學,通訊工程學系(電子資通組),14,--,--,--,--,--,均標,--,--,--,4,--,5,3,--,--,自=9,數=7,總=48,,,,無
040202,元智大學,通訊工程學系(行動通訊組),14,--,--,--,--,--,均標,--,--,--,4,--,5,3.5,--,--,自=9,數=3,總=47,,,,有
040212,元智大學,通訊工程學系(系統晶片設計組),14,--,--,--,--,--,均標,--,--,--,4,--,5,3,--,--,自=9,數=5,總=47,,,,有
040222,元智大學,光電工程學系,36,--,--,--,--,後標,--,--,--,7,5,--,3,--,105.4.10,105.4.10,英=6,數=7,自=11,,,,有
041012,國立中正大學,中國文學系,11,前標,均標,--,均標,--,--,--,4.5,11,--,11,--,13,105.4.15,105.4.15,總=55,英+社=23,國=14,,,,有
041022,國立中正大學,外國語文學系,18,前標,頂標,--,均標,--,--,--,--,3,--,--,--,--,105.4.15,105.4.15,英=15,,,,,,有
041032,國立中正大學,歷史學系,18,均標,均標,--,--,--,--,--,8,10,--,3,--,--,105.4.15,105.4.15,英=10,國=12,社=14,,,,有
041042,國立中正大學,哲學系,19,均標,均標,後標,底標,底標,--,--,--,3,5,--,--,--,105.4.15,105.4.15,數=7,英=12,,,,,有
041052,國立中正大學,數學系,15,--,均標,--,--,--,--,--,--,10,3,--,8,--,105.4.16,105.4.16,英=9,自=7,數=14,,,,有
041062,國立中正大學,地球與環境科學系,21,--,均標,均標,--,均標,--,--,--,15,3,--,10,--,105.4.16,105.4.16,英=9,自=12,數=12,,,,有
041072,國立中正大學,物理學系,31,--,均標,均標,--,均標,--,--,--,15,3,--,8,--,105.4.16,105.4.16,英=9,自=9,數=13,,,,有
041082,國立中正大學,化學暨生物化學系,16,均標,均標,均標,--,均標,--,--,--,5,3,--,5,--,105.4.16,105.4.16,英+自=25,數=12,,,,,有
041092,國立中正大學,生命科學系,16,均標,均標,--,--,前標,--,--,--,3,6,--,4,--,105.4.16,105.4.16,數=10,自=13,英=12,,,,有
041102,國立中正大學,社會福利學系,20,均標,均標,均標,均標,--,--,--,6,3,8,10,--,--,105.4.15,105.4.15,社=10,數=7,國=10,英=12,,,有
041112,國立中正大學,心理學系,14,均標,均標,均標,--,均標,--,--,--,3,3,--,8,--,105.4.15,105.4.15,自=12,英+數=26,,,,,有
041122,國立中正大學,勞工關係學系,12,均標,均標,均標,--,--,--,--,4,4,6,--,--,--,105.4.15,105.4.15,數=10,國+英=25,,,,,有
041132,國立中正大學,政治學系,38,--,均標,均標,--,--,--,B級,8,3,--,5,--,--,105.4.15,105.4.15,國=8,社=10,英=12,,,,有
041142,國立中正大學,傳播學系,20,均標,均標,--,均標,--,--,--,3,6,--,8,--,--,105.4.16,105.4.16,社=12,英=12,國=13,,,,有
041152,國立中正大學,資訊工程學系,64,均標,均標,前標,--,均標,--,--,--,--,--,--,--,3,105.4.16,105.4.16,總=63,,,,,,有
041162,國立中正大學,電機工程學系,56,--,--,均標,--,均標,--,--,--,--,--,--,--,3,105.4.16,105.4.16,總=63,,,,,,有
041172,國立中正大學,機械工程學系,39,--,均標,均標,--,均標,--,--,--,10,4,--,6,3,105.4.15,105.4.15,英=9,自=13,數=12,總=62,,,有
041182,國立中正大學,化學工程學系,18,均標,均標,均標,--,均標,--,--,--,12,6,--,3,--,105.4.15,105.4.15,英=12,數=11,自=14,,,,有
041192,國立中正大學,通訊工程學系,32,--,--,均標,--,均標,--,--,--,--,--,--,--,3,105.4.16,105.4.16,總=62,,,,,,有
041202,國立中正大學,經濟學系,31,均標,前標,前標,--,--,--,--,5,4,3,--,--,--,105.4.15,105.4.15,國=12,英=12,數=11,,,,有
041212,國立中正大學,財務金融學系,25,均標,均標,均標,--,--,--,--,--,5,3,--,--,6,105.4.15,105.4.15,總=58,英=13,數=11,,,,有
041222,國立中正大學,企業管理學系,20,均標,均標,前標,--,--,--,--,10,5,3,--,--,--,105.4.15,105.4.15,國=11,英=13,數=11,,,,有
041232,國立中正大學,會計與資訊科技學系,20,均標,前標,前標,--,--,--,--,12,3,5,--,--,5,105.4.15,105.4.15,國=10,數+總=70,英=13,,,,有
041242,國立中正大學,資訊管理學系,19,均標,前標,前標,--,--,--,--,--,--,6,--,--,3,105.4.15,105.4.15,數=10,總=61,,,,,有
041252,國立中正大學,法律學系法學組,10,前標,前標,均標,前標,--,--,--,5,5,--,8,--,--,105.4.15,105.4.15,社=13,國+英=26,,,,,有
041262,國立中正大學,法律學系法制組,10,前標,前標,均標,前標,--,--,--,5,5,--,8,--,--,105.4.15,105.4.15,社=14,國+英=26,,,,,有
041272,國立中正大學,財經法律學系,30,前標,前標,均標,前標,--,前標,--,3,3,8,8,--,--,--,--,數+社=19,國+英=27,,,,,有
041282,國立中正大學,成人及繼續教育學系,15,均標,均標,均標,均標,--,--,--,6,3,8,6,--,--,105.4.15,105.4.15,數=8,國+社=22,英=13,,,,無
041292,國立中正大學,犯罪防治學系,12,前標,前標,均標,前標,--,--,--,4,4,10,8,--,--,105.4.16,105.4.16,數=8,社=13,國+英=26,,,,有
042012,大葉大學,電機工程學系,2,--,--,底標,--,--,--,--,30,--,--,--,30,25,105.3.25,105.3.26,國+自=12,總=28,,,,,有
042022,大葉大學,電機工程學系(產學合作組),9,--,--,底標,--,--,--,--,12,--,--,--,12,5.5,105.3.25,105.3.26,國+自=7,總=36,,,,,有
042032,大葉大學,機械與自動化工程學系(車輛科技與綠色能源組),10,--,--,--,--,--,底標,--,5,--,--,--,--,5,105.3.25,105.3.26,國+總=43,,,,,,無
042042,大葉大學,機械與自動化工程學系(微機電與精密機械組),4,--,--,--,--,--,底標,--,12.5,--,--,--,--,12.5,105.3.25,105.3.26,國+總=36,,,,,,無
042052,大葉大學,機械與自動化工程學系(機電整合組),9,--,--,--,--,--,底標,--,5.5,--,--,--,--,5.5,105.3.25,105.3.26,國+總=42,,,,,,有
042062,大葉大學,材料科學與工程學系,21,--,--,--,--,底標,--,--,10,--,--,--,10,3,105.3.25,105.3.26,國+自=9,總=36,,,,,無
042072,大葉大學,材料科學與工程學系(能源材料組),14,--,--,--,--,底標,--,--,10,--,--,10,--,3.5,105.3.25,105.3.26,國+社=9,總=34,,,,,有
042082,大葉大學,工業工程與管理學系(產品開發組),14,--,底標,--,--,--,--,--,--,--,10,10,--,3.5,105.3.25,105.3.26,數+社=7,總=31,,,,,有
042092,大葉大學,工業工程與管理學系(資訊服務組),10,--,底標,--,--,--,--,--,--,--,10,10,--,5,105.3.25,105.3.26,數+社=6,總=28,,,,,有
042102,大葉大學,綠色產品設計學士學位學程(能源科技組),17,--,底標,--,--,--,--,--,10,--,--,10,--,3,105.3.25,105.3.26,國+社=9,總=30,,,,,有
042112,大葉大學,綠色產品設計學士學位學程(工業設計組),17,--,底標,--,--,--,--,--,10,--,--,10,--,3,105.3.25,105.3.26,國+社=9,總=30,,,,,有
042122,大葉大學,資訊工程學系,11,--,--,--,--,--,底標,--,8,--,--,--,8,4.5,105.3.25,105.3.26,國+自=13,總=36,,,,,有
042132,大葉大學,資訊工程學系(產學合作組),17,--,--,--,--,--,底標,--,8,--,--,--,8,3,105.3.25,105.3.26,國+自=12,總=36,,,,,有
042142,大葉大學,環境工程學系(社會組),26,--,--,--,--,--,底標,--,12,--,--,12,--,3,105.3.25,105.3.26,國+社=11,總=32,,,,,有
042152,大葉大學,環境工程學系(環境管理組),12,--,--,--,--,--,底標,--,12,--,--,12,--,4,105.3.25,105.3.26,國+社=11,總=33,,,,,有
042162,大葉大學,消防安全學士學位學程(消防組),20,--,--,--,--,--,底標,--,12,--,--,12,--,3,105.3.25,105.3.26,國+社=11,總=34,,,,,有
042172,大葉大學,消防安全學士學位學程(災防組),15,--,--,--,--,--,底標,--,12,--,--,12,--,3,105.3.25,105.3.26,國+社=11,總=31,,,,,有
042182,大葉大學,多媒體數位內容學位學程,66,--,--,--,--,--,底標,--,8,--,--,8,--,3,105.3.25,105.3.26,國+社=9,總=28,,,,,無
042192,大葉大學,應用日語學系,47,--,--,--,--,--,底標,--,8,--,--,8,--,3,105.3.25,105.3.26,國+社=12,總=35,,,,,有
