科系代碼,學校,科系,招收人數,國文檢定,英文檢定,數學檢定,社會檢定,自然檢定,總級分檢定,英聽檢定,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,總級分倍率,第二試時間(起),第二試時間(訖),篩選一,篩選二,篩選三,篩選四,篩選五,篩選六,超額篩選
027112,國立中山大學,光電工程學系,22,均標,均標,前標,--,前標,--,--,--,4,3,--,3,--,104.4.10,104.4.10,英=13,數+自=25,,,,,有
027122,國立中山大學,材料與光電科學學系,20,--,前標,頂標,--,頂標,--,--,--,3,3,--,3,--,104.4.11,104.4.11,英+數+自=38,,,,,,有
027132,國立中山大學,企業管理學系,41,均標,均標,均標,--,--,--,--,5,8,3,--,--,--,104.4.19,104.4.19,英=13,國=13,數=11,,,,有
027142,國立中山大學,資訊管理學系,26,--,均標,前標,--,--,--,--,--,10,--,--,--,3,104.4.17,104.4.17,英=9,總=65,,,,,有
027152,國立中山大學,財務管理學系,23,均標,均標,均標,--,--,--,--,3,10,6,--,--,--,104.4.18,104.4.18,英=13,數=11,國=14,,,,有
027162,國立中山大學,海洋環境及工程學系,20,均標,均標,前標,--,前標,--,B級,--,4,3,--,2,--,104.4.18,104.4.18,英=9,數=10,自=13,,,,有
027172,國立中山大學,海洋生物科技暨資源學系,20,--,均標,均標,--,均標,--,--,--,3,3,--,3,--,104.4.18,104.4.18,英+數+自=36,,,,,,有
027182,國立中山大學,海洋科學系,15,均標,均標,均標,--,均標,--,B級,--,4,3,--,3,--,104.4.19,104.4.19,英=13,數+自=23,,,,,有
027192,國立中山大學,政治經濟學系,29,--,前標,均標,--,--,--,--,--,--,--,--,--,3,104.4.10,104.4.10,總=63,,,,,,有
027202,國立中山大學,社會學系,14,--,均標,--,均標,--,--,--,--,3,--,3,--,--,104.4.10,104.4.10,英+社=28,,,,,,有
030012,長庚大學,醫學系,45,頂標,頂標,頂標,前標,頂標,--,A級,6,4,4,8,3,--,104.4.18,104.4.19,社=15,國=14,英+數=30,自=15,,,有
030022,長庚大學,中醫學系,14,頂標,頂標,頂標,前標,頂標,--,--,5,3.5,6,8,3.5,--,104.4.11,104.4.11,社=15,數=13,國=14,英+自=29,,,有
030032,長庚大學,護理學系,45,均標,均標,均標,--,均標,--,--,4,5,4,--,3,--,--,--,英=12,國+數=22,自=12,,,,有
030042,長庚大學,醫學生物技術暨檢驗學系,30,--,均標,均標,--,均標,--,--,--,3,--,--,3,5,104.4.11,104.4.11,總=63,英+自=27,,,,,有
030052,長庚大學,醫學影像暨放射科學系,18,--,均標,均標,--,均標,--,--,--,3,3,--,3,--,104.4.10,104.4.10,英+數+自=37,,,,,,有
030062,長庚大學,物理治療學系,15,均標,均標,均標,--,均標,--,--,3,3,3,--,3,--,104.4.11,104.4.11,國+英+數+自=52,,,,,,有
030072,長庚大學,職能治療學系,16,均標,前標,前標,--,前標,--,--,--,6,--,--,3,--,104.4.11,104.4.11,英=13,自=14,,,,,有
030082,長庚大學,生物醫學系,34,--,前標,均標,--,前標,--,B級,--,3,--,--,3,5,104.4.11,104.4.11,總=53,英+自=25,,,,,有
030092,長庚大學,呼吸治療學系,14,--,均標,均標,--,均標,--,--,--,3.5,--,--,3.5,--,104.4.11,104.4.11,英+自=26,,,,,,有
030102,長庚大學,電機工程學系系統與晶片設計組,20,--,均標,均標,--,均標,--,--,--,3,4,--,5,--,104.4.10,104.4.10,自=12,數=10,英=11,,,,有
030112,長庚大學,電機工程學系通訊組,20,--,均標,均標,--,均標,--,--,--,3,4,--,5,--,104.4.10,104.4.10,自=10,數=8,英=9,,,,無
030122,長庚大學,機械工程學系,16,後標,均標,均標,--,均標,--,--,3,3.5,3.5,--,3.5,--,104.4.10,104.4.10,英+數+自=34,國=11,,,,,有
030132,長庚大學,化工與材料工程學系,10,--,均標,均標,--,均標,--,--,--,5,6,--,7,--,104.4.10,104.4.10,自=13,數=9,英=11,,,,有
030142,長庚大學,電子工程學系,37,--,均標,均標,--,均標,--,--,--,3,4,--,5,--,104.4.10,104.4.10,自=9,數=9,英=10,,,,有
030152,長庚大學,資訊工程學系,16,均標,均標,均標,--,均標,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=59,,,,,,有
030162,長庚大學,醫務管理學系,32,均標,均標,均標,--,--,--,--,3,3,3,--,--,--,104.4.10,104.4.10,國+英+數=34,,,,,,無
030172,長庚大學,工商管理學系,22,均標,均標,均標,--,--,--,--,3,3,3,--,--,--,104.4.10,104.4.10,國+英+數=32,,,,,,有
030182,長庚大學,工業設計學系媒體與傳達設計組,14,均標,均標,均標,--,--,--,--,4,3.5,5,--,--,--,104.4.11,104.4.11,數=7,國=11,英=10,,,,有
030192,長庚大學,工業設計學系產品設計組,14,均標,均標,均標,--,--,--,--,4,3.5,5,--,--,--,104.4.11,104.4.11,數=8,國=12,英=11,,,,有
030202,長庚大學,資訊管理學系,60,均標,均標,均標,--,--,--,--,--,5,3,--,--,7,104.4.10,104.4.10,總=45,英=9,數=7,,,,有
031012,國立臺中教育大學,教育學系,12,均標,均標,--,--,--,--,--,4,--,--,--,--,5,104.4.11,104.4.11,總=57,國=13,,,,,有
031022,國立臺中教育大學,語文教育學系,15,前標,均標,均標,均標,--,均標,--,3,--,--,5,--,--,104.4.10,104.4.10,社=13,國=13,,,,,有
031032,國立臺中教育大學,區域與社會發展學系,12,--,--,--,均標,--,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=57,,,,,,有
031042,國立臺中教育大學,數學教育學系,18,--,--,均標,--,--,--,--,--,--,3,--,--,--,104.4.11,104.4.11,數=13,,,,,,無
031052,國立臺中教育大學,科學教育與應用學系,23,--,--,均標,--,均標,--,--,--,--,--,--,--,3,104.4.10,104.4.10,總=57,,,,,,有
031062,國立臺中教育大學,特殊教育學系,18,均標,均標,--,--,--,--,B級,--,3,6,--,--,--,104.4.10,104.4.10,數=7,英=12,,,,,有
031072,國立臺中教育大學,臺灣語文學系,11,均標,均標,--,均標,--,--,--,3,4,--,10,--,--,104.4.10,104.4.10,社=11,英=11,國=12,,,,有
031082,國立臺中教育大學,英語學系,13,均標,前標,--,--,--,--,B級,--,3,--,--,--,--,104.4.11,104.4.11,英=15,,,,,,有
031092,國立臺中教育大學,資訊工程學系,25,--,--,均標,--,--,--,--,--,--,--,--,--,3,104.4.10,104.4.10,總=60,,,,,,有
031102,國立臺中教育大學,國際企業學系,15,均標,均標,--,--,--,均標,--,4,3,--,--,--,10,104.4.11,104.4.11,總=52,國=13,英=13,,,,有
031112,國立臺中教育大學,文化創意產業設計與營運學系,20,均標,前標,--,均標,--,均標,--,--,5,--,4,--,3,104.4.10,104.4.10,英=12,社=12,總=56,,,,有
031122,國立臺中教育大學,諮商與應用心理學系,16,前標,前標,均標,--,--,--,--,4,3,6,--,--,--,104.4.11,104.4.11,數=7,國=13,英=13,,,,有
031132,國立臺中教育大學,數位內容科技學系,23,--,均標,均標,--,--,--,--,--,--,--,--,--,3,104.4.10,104.4.10,總=56,,,,,,有
031142,國立臺中教育大學,幼兒教育學系,20,均標,--,--,--,--,--,--,3,--,--,--,--,5,104.4.10,104.4.10,總=54,國=13,,,,,有
032012,國立臺北教育大學,教育學系,11,前標,前標,均標,均標,--,--,--,3,3,--,--,--,4,104.4.18,104.4.18,總=60,國+英=26,,,,,有
032022,國立臺北教育大學,教育經營與管理學系,10,均標,均標,均標,--,--,--,B級,3,3,3,--,--,--,104.4.18,104.4.18,國+英+數=37,,,,,,無
032032,國立臺北教育大學,幼兒與家庭教育學系,12,前標,均標,均標,均標,均標,均標,--,5,3,--,--,--,--,104.4.18,104.4.18,國=13,英=12,,,,,有
032042,國立臺北教育大學,特殊教育學系,15,均標,均標,均標,均標,均標,均標,--,5,4,3,--,--,--,104.4.18,104.4.18,國=11,英=10,數=8,,,,有
032052,國立臺北教育大學,心理與諮商學系,12,均標,均標,均標,--,--,--,B級,3,3,3,--,--,--,104.4.18,104.4.18,國+英+數=39,,,,,,有
032062,國立臺北教育大學,社會與區域發展學系,21,均標,均標,--,均標,--,--,--,--,--,--,--,--,3,104.4.18,104.4.18,總=59,,,,,,有
032072,國立臺北教育大學,兒童英語教育學系,10,前標,頂標,均標,--,--,均標,--,--,4,--,--,--,--,104.4.18,104.4.18,英=14,,,,,,有
032082,國立臺北教育大學,語文與創作學系語文師資組,12,前標,均標,均標,--,--,--,--,3,10,--,--,--,--,104.4.18,104.4.18,英=10,國=14,,,,,有
032092,國立臺北教育大學,語文與創作學系文學創作組,14,前標,均標,--,--,--,--,--,3,10,--,--,--,--,104.4.18,104.4.18,英=12,國=14,,,,,有
032102,國立臺北教育大學,文化創意產業經營學系,12,均標,均標,均標,均標,均標,--,--,4,--,--,3,--,5,104.4.18,104.4.18,總=61,國=13,社=14,,,,無
032112,國立臺北教育大學,藝術與造形設計學系設計組,11,均標,均標,均標,後標,後標,均標,--,--,--,--,--,--,3,104.4.17,104.4.17,總=63,,,,,,有
032122,國立臺北教育大學,自然科學教育學系,20,均標,均標,均標,--,均標,--,--,--,--,10,--,2.5,--,104.4.18,104.4.18,數=7,自=13,,,,,有
032132,國立臺北教育大學,資訊科學系,16,均標,均標,均標,--,均標,均標,--,--,--,3,--,5,--,104.4.18,104.4.18,自=12,數=12,,,,,有
032142,國立臺北教育大學,數位科技設計學系,17,均標,均標,均標,--,均標,--,--,--,--,3,--,2.5,4,104.4.18,104.4.18,總=59,數=10,自=12,,,,有
032152,國立臺北教育大學,數學暨資訊教育學系數學組,9,均標,均標,均標,--,--,--,--,4,5,3,--,--,--,104.4.18,104.4.18,英=9,國=12,數=10,,,,有
032162,國立臺北教育大學,數學暨資訊教育學系資訊組,9,均標,均標,均標,--,--,--,--,4,5,3,--,--,--,104.4.18,104.4.18,英=9,國=12,數=10,,,,有
032172,國立臺北教育大學,心理與諮商學系甲組(公費生),1,均標,前標,均標,--,--,--,B級,5,5,5,--,--,--,104.4.18,104.4.18,國+英+數=41,,,,,,有
032182,國立臺北教育大學,心理與諮商學系乙組(公費生),1,均標,均標,前標,--,--,--,B級,5,5,5,--,--,--,104.4.18,104.4.18,國+英+數=33,,,,,,無
032192,國立臺北教育大學,語文與創作學系語文師資組(公費生),1,頂標,前標,均標,--,--,--,--,3,10,--,--,--,--,104.4.18,104.4.18,英=14,國=15,,,,,有
033012,國立臺南大學,教育學系,36,均標,均標,均標,均標,均標,--,--,2,2,2,2,2,--,104.4.17,104.4.17,國+英+數+社+自=57,,,,,,有
033022,國立臺南大學,特殊教育學系,13,均標,均標,--,--,--,--,--,3,3,--,--,--,--,104.4.11,104.4.11,國+英=26,,,,,,有
033032,國立臺南大學,幼兒教育學系,18,均標,--,--,--,--,後標,--,3,--,--,--,--,4,104.4.12,104.4.12,總=52,國=13,,,,,有
033042,國立臺南大學,諮商與輔導學系,13,均標,均標,均標,均標,--,--,--,4,3,4,5,--,--,104.4.17,104.4.17,社=13,國+數=22,英=12,,,,有
033052,國立臺南大學,國語文學系,30,均標,均標,--,--,--,--,--,2.5,4,--,--,--,--,104.4.17,104.4.17,英=11,國=13,,,,,有
033062,國立臺南大學,英語學系,12,前標,前標,--,--,--,--,--,--,4,--,--,--,--,104.4.17,104.4.17,英=14,,,,,,有
033072,國立臺南大學,行政管理學系,15,均標,均標,--,--,--,--,--,--,--,--,--,--,3,104.4.17,104.4.17,總=59,,,,,,有
033082,國立臺南大學,文化與自然資源學系,16,均標,均標,均標,均標,--,均標,--,--,--,--,--,--,3,104.4.17,104.4.17,總=55,,,,,,有
033092,國立臺南大學,經營與管理學系,15,--,均標,均標,--,--,--,--,--,6,6,--,--,3,104.4.10,104.4.10,英+數=20,總=59,,,,,有
033102,國立臺南大學,數位學習科技學系,25,--,均標,均標,--,--,--,--,--,3,5,--,--,--,104.4.11,104.4.11,數=7,英=11,,,,,有
033112,國立臺南大學,資訊工程學系,18,均標,均標,均標,--,均標,--,--,--,5,3,--,--,--,104.4.18,104.4.18,英=11,數=11,,,,,有
033122,國立臺南大學,電機工程學系,20,--,--,均標,--,--,--,--,3,3,3,--,3,4,104.4.11,104.4.11,總=59,國+英+數+自=48,,,,,有
033132,國立臺南大學,材料科學系,15,均標,均標,均標,--,均標,--,--,--,--,--,--,3,--,104.4.18,104.4.18,自=13,,,,,,有
033142,國立臺南大學,綠色能源科技學系,25,均標,均標,均標,均標,均標,均標,--,3,3,3,3,3,--,104.4.11,104.4.11,國+英+數+社+自=50,,,,,,無
033152,國立臺南大學,生物科技學系,14,--,--,--,底標,--,--,--,--,7,--,--,3.5,--,104.4.18,104.4.18,英=10,自=12,,,,,有
033162,國立臺南大學,生態科學與技術學系,16,--,--,--,--,均標,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=57,,,,,,有
033182,國立臺南大學,應用數學系,8,--,均標,均標,--,--,--,--,--,3,8,--,--,--,104.4.10,104.4.10,數=10,英=12,,,,,有
033192,國立臺南大學,特殊教育學系(公費生),1,前標,前標,均標,--,--,--,--,10,10,10,--,--,--,104.4.12,104.4.12,國+英+數=37,,,,,,有
033202,國立臺南大學,幼兒教育學系(公費生),1,前標,前標,均標,--,--,--,--,5,5,5,--,--,--,104.4.12,104.4.12,國+英+數=40,,,,,,無
034012,國立東華大學,應用數學系數學科學組,14,--,--,均標,--,--,--,--,--,--,3,--,7,--,104.4.17,104.4.17,自=6,數=12,,,,,有
034022,國立東華大學,應用數學系統計科學組,14,--,--,均標,--,--,--,--,--,--,3,--,7,--,104.4.17,104.4.17,自=5,數=11,,,,,有
034032,國立東華大學,物理學系物理組,12,--,--,均標,--,均標,--,--,--,5,4,--,3,--,104.4.17,104.4.17,英=7,數=9,自=11,,,,有
034042,國立東華大學,物理學系奈米與光電科學組,6,--,--,均標,--,均標,--,--,--,5,4,--,3,--,104.4.17,104.4.17,英=9,數=9,自=11,,,,有
034052,國立東華大學,化學系,14,--,均標,均標,--,均標,--,--,--,8,6,--,3,--,104.4.17,104.4.17,英=9,數=7,自=11,,,,有
034062,國立東華大學,生命科學系,14,--,均標,均標,--,均標,--,--,--,6,8,--,3,--,--,--,數=7,英=10,自=12,,,,有
034072,國立東華大學,資訊工程學系學士班資工組,19,--,均標,均標,--,--,--,--,--,6,3,--,--,--,104.4.17,104.4.17,英=9,數=11,,,,,有
034082,國立東華大學,資訊工程學系學士班國際組,6,--,均標,均標,--,--,--,--,--,3,6,--,--,--,104.4.17,104.4.17,數=10,英=11,,,,,有
034092,國立東華大學,電機工程學系,22,--,--,均標,--,均標,--,--,--,--,3,--,3,4,--,--,總=57,數+自=24,,,,,有
034102,國立東華大學,材料科學與工程學系,26,--,均標,均標,--,均標,--,--,--,7,5,--,3,--,104.4.17,104.4.17,英=9,數=7,自=11,,,,有
034112,國立東華大學,光電工程學系,20,--,--,均標,--,均標,--,--,--,--,6,--,3,--,104.4.17,104.4.17,數=10,自=12,,,,,有
034122,國立東華大學,企業管理學系,17,均標,均標,均標,--,--,--,--,8,6,3,--,--,--,104.4.17,104.4.17,國=11,英=9,數=10,,,,有
034132,國立東華大學,會計學系,16,均標,均標,均標,--,--,--,--,7,5,3,--,--,--,104.4.17,104.4.17,國=11,英=10,數=9,,,,有
034142,國立東華大學,資訊管理學系,17,均標,均標,均標,--,--,--,--,6,3,5,--,--,--,104.4.17,104.4.17,國=11,數=8,英=11,,,,有
034152,國立東華大學,國際企業學系,15,均標,均標,均標,--,--,--,--,4,5,3,--,--,--,104.4.17,104.4.17,英=11,國=12,數=8,,,,有
034162,國立東華大學,財務金融學系,12,均標,均標,均標,--,--,--,--,3,5,4,--,--,--,104.4.17,104.4.17,英=11,數=9,國=12,,,,有
034172,國立東華大學,觀光暨休閒遊憩學系,17,均標,均標,均標,--,--,--,C級,3,8,5,--,--,--,104.4.17,104.4.17,英=9,數=7,國=12,,,,有
034182,國立東華大學,管理學院管理科學與財金國際學士學位學程,5,均標,均標,均標,--,--,--,--,3,5,4,--,--,--,104.4.17,104.4.17,英=11,數=7,國=12,,,,有
034192,國立東華大學,華文文學系,18,均標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=14,,,,,,有
034202,國立東華大學,中國語文學系,14,均標,--,--,--,--,--,--,3,--,--,--,--,--,--,--,國=14,,,,,,有
034212,國立東華大學,英美語文學系,16,均標,前標,--,--,--,--,--,5,3,--,--,--,--,104.4.17,104.4.17,國=12,英=14,,,,,有
034222,國立東華大學,臺灣文化學系,17,--,均標,--,均標,--,--,--,--,3,--,4,--,--,--,--,社=12,英=11,,,,,有
034232,國立東華大學,歷史學系,13,--,--,--,均標,--,--,--,6,2.5,--,--,--,--,104.4.17,104.4.17,國=12,英=11,,,,,有
034242,國立東華大學,經濟學系,20,均標,均標,均標,--,--,--,--,5,4,3,--,--,--,104.4.17,104.4.17,國=11,英=10,數=9,,,,有
034252,國立東華大學,諮商與臨床心理學系,15,均標,均標,均標,--,均標,--,--,3,2.5,3,--,3,--,104.4.17,104.4.17,國+數+自=33,英=11,,,,,有
034262,國立東華大學,社會學系,10,均標,均標,--,均標,--,--,--,--,3,--,6,--,--,104.4.17,104.4.17,社=12,英=12,,,,,有
034272,國立東華大學,公共行政學系,15,均標,均標,--,均標,--,--,--,--,--,--,--,--,3,104.4.17,104.4.17,總=55,,,,,,有
034282,國立東華大學,法律學士學位學程,3,均標,均標,--,--,--,--,--,4,4,--,--,--,--,104.4.17,104.4.17,國+英=27,,,,,,有
034292,國立東華大學,課程設計與潛能開發學系,16,均標,--,--,--,--,--,--,3,4,5,--,--,--,104.4.17,104.4.17,數=7,英=8,國=12,,,,有
034302,國立東華大學,教育行政與管理學系,15,均標,--,--,均標,--,--,--,3,--,--,3,--,--,104.4.17,104.4.17,國+社=27,,,,,,有
034312,國立東華大學,特殊教育學系,14,均標,均標,--,--,--,--,--,3,6,--,--,--,--,104.4.17,104.4.17,英=10,國=13,,,,,有
034322,國立東華大學,幼兒教育學系,14,--,--,--,均標,--,--,--,6,5,--,3,--,--,104.4.17,104.4.17,國=12,英=10,社=12,,,,有
034332,國立東華大學,族群關係與文化學系,5,均標,--,--,--,--,--,--,4,--,--,--,--,--,--,--,國=13,,,,,,有
034342,國立東華大學,民族語言與傳播學系,5,均標,均標,--,均標,--,--,--,3,4,--,5,--,--,--,--,社=12,英=10,國=12,,,,有
034352,國立東華大學,民族事務與發展學系,1,均標,--,--,均標,--,--,--,4,--,--,--,--,--,--,--,國=13,,,,,,有
034362,國立東華大學,民族社會工作學士學位學程,1,均標,--,--,均標,--,--,--,4,--,--,--,--,--,--,--,國=14,,,,,,有
034372,國立東華大學,自然資源與環境學系,25,--,均標,--,--,均標,--,--,--,8,--,--,3,--,104.4.17,104.4.17,英=9,自=11,,,,,有
035012,臺北市立大學,教育學系,30,均標,均標,均標,--,--,--,--,3,5,6,--,--,--,104.4.11,104.4.11,數=8,英=11,國=13,,,,有
035022,臺北市立大學,特殊教育學系,22,均標,均標,均標,--,--,--,B級,3,5,6,--,--,--,104.4.11,104.4.11,數=7,英=11,國=12,,,,有
035032,臺北市立大學,幼兒教育學系,31,均標,--,--,--,--,--,--,2.5,4,6,--,--,10,104.4.12,104.4.12,總=43,數=7,英=11,國=12,,,有
035042,臺北市立大學,心理與諮商學系,20,均標,均標,均標,--,--,均標,C級,5,2.5,6,--,--,--,104.4.12,104.4.12,數=9,國=12,英=13,,,,有
035052,臺北市立大學,學習與媒材設計學系,19,均標,均標,均標,--,--,--,--,8,3,6,--,--,--,104.4.12,104.4.12,國=11,數=8,英=12,,,,有
035062,臺北市立大學,中國語文學系,30,均標,--,--,均標,--,--,--,2.5,--,--,--,--,--,104.4.11,104.4.11,國=14,,,,,,有
035072,臺北市立大學,英語教學系,17,均標,前標,--,--,--,均標,A級,--,3,--,--,--,6,104.4.12,104.4.12,總=57,英=14,,,,,有
035082,臺北市立大學,社會暨公共事務學系,14,均標,均標,--,均標,--,--,--,7,5,--,3.5,--,--,104.4.11,104.4.11,國=13,英=13,社=13,,,,有
035092,臺北市立大學,歷史與地理學系,16,均標,均標,--,均標,--,--,--,8,10,--,3,--,--,104.4.11,104.4.11,英=10,國=12,社=14,,,,有
035102,臺北市立大學,地球環境暨生物資源學系,15,均標,均標,均標,--,均標,--,--,--,8,5,--,3,--,104.4.11,104.4.11,英=9,數=9,自=12,,,,有
035112,臺北市立大學,應用物理暨化學系,18,--,均標,均標,--,均標,--,--,--,5,4,--,3,--,104.4.12,104.4.12,英=11,數=9,自=11,,,,有
035122,臺北市立大學,數學系,26,均標,--,均標,--,--,--,--,--,--,3,--,--,--,104.4.11,104.4.11,數=12,,,,,,有
035132,臺北市立大學,資訊科學系,26,均標,均標,均標,--,--,--,--,8,5,3,--,--,--,104.4.12,104.4.12,國=11,英=11,數=11,,,,有
035142,臺北市立大學,城市發展學系,17,--,均標,--,均標,--,--,C級,3,--,10,6,--,--,104.4.12,104.4.12,數=3,社=12,國=12,,,,有
035152,臺北市立大學,都會產業經營與行銷學系,17,均標,均標,--,--,--,--,C級,3,--,10,6,--,--,104.4.12,104.4.12,數=6,社=13,國=13,,,,有
035162,臺北市立大學,衛生福利學系,17,--,均標,--,--,均標,--,C級,10,--,6,--,3,--,104.4.11,104.4.11,國=7,數=2,自=9,,,,無
036012,國立屏東大學,教育學系,40,均標,均標,後標,均標,後標,均標,--,5,3,4,--,--,--,104.4.11,104.4.11,國=11,數=6,英=10,,,,有
036022,國立屏東大學,幼兒教育學系,27,均標,--,--,--,--,後標,--,2.5,--,--,--,--,--,104.4.11,104.4.11,國=13,,,,,,有
036032,國立屏東大學,幼兒教育學系(公費生),1,前標,前標,均標,--,--,--,--,10,10,10,--,--,--,104.4.11,104.4.11,國+英+數=32,,,,,,無
036042,國立屏東大學,特殊教育學系,20,均標,均標,--,--,--,均標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=49,,,,,,無
036052,國立屏東大學,教育心理與輔導學系,10,均標,均標,均標,--,--,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=56,,,,,,有
036062,國立屏東大學,中國語文學系,11,均標,後標,--,--,--,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=47,,,,,,無
036072,國立屏東大學,社會發展學系,16,--,--,--,均標,--,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=50,,,,,,無
036082,國立屏東大學,英語學系,13,--,均標,--,--,--,--,--,--,3,--,--,--,--,104.4.11,104.4.11,英=14,,,,,,有
036092,國立屏東大學,文化創意產業學系,24,均標,後標,--,均標,--,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=50,,,,,,有
036102,國立屏東大學,應用日語學系,5,均標,均標,--,均標,--,--,--,3,--,--,--,--,--,--,--,國=14,,,,,,有
036112,國立屏東大學,應用英語學系,4,--,均標,--,--,--,--,--,--,3,--,--,--,--,--,--,英=14,,,,,,有
036122,國立屏東大學,應用化學系,30,--,--,後標,--,均標,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=54,,,,,,有
036132,國立屏東大學,應用數學系,24,--,--,均標,--,後標,--,--,--,--,3,--,3,--,104.4.11,104.4.11,數+自=20,,,,,,有
036142,國立屏東大學,應用物理系物理組,20,--,--,--,--,均標,--,C級,--,--,3,--,5,--,104.4.11,104.4.11,自=10,數=10,,,,,有
036152,國立屏東大學,應用物理系光電暨材料組,25,--,--,--,--,均標,--,C級,--,--,3,--,5,--,104.4.11,104.4.11,自=9,數=10,,,,,有
036162,國立屏東大學,科普傳播學系,12,--,--,後標,--,後標,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=50,,,,,,有
036172,國立屏東大學,商業自動化與管理學系,5,--,均標,後標,--,--,--,--,--,--,--,--,--,5,--,--,總=48,,,,,,有
036182,國立屏東大學,行銷與流通管理學系,5,--,均標,均標,--,--,--,--,--,3,3,--,--,--,--,--,英+數=20,,,,,,有
036192,國立屏東大學,休閒事業經營學系,4,均標,均標,--,--,--,--,--,--,--,--,--,--,3,--,--,總=55,,,,,,有
036202,國立屏東大學,不動產經營學系,5,--,--,--,--,--,後標,--,--,--,--,--,--,3,--,--,總=53,,,,,,有
036212,國立屏東大學,企業管理學系,4,--,後標,後標,--,--,--,--,--,--,--,--,--,3,--,--,總=56,,,,,,有
036222,國立屏東大學,國際貿易學系,4,--,均標,--,--,--,--,--,--,--,--,--,--,5,--,--,總=54,,,,,,有
036232,國立屏東大學,資訊管理學系,4,均標,後標,後標,--,--,--,--,--,--,--,--,--,4,--,--,總=55,,,,,,有
036242,國立屏東大學,財務金融學系,5,均標,--,--,--,--,--,--,--,--,--,--,--,5,--,--,總=57,,,,,,有
036252,國立屏東大學,會計學系,5,--,後標,--,--,--,後標,--,--,5,--,--,--,10,--,--,總=52,英=12,,,,,無
036262,國立屏東大學,電腦與通訊學系,5,--,均標,均標,--,--,--,--,--,8,8,--,--,--,--,--,英+數=16,,,,,,無
036272,國立屏東大學,資訊工程學系,4,--,底標,底標,--,--,--,--,--,5,5,--,--,--,--,--,英+數=22,,,,,,有
036282,國立屏東大學,資訊科學系,22,--,--,後標,--,--,--,--,--,--,3,--,--,--,104.4.11,104.4.11,數=10,,,,,,有
037012,國立新竹教育大學,教育與學習科技學系,6,均標,均標,均標,--,--,均標,--,5,4,3,--,--,--,104.4.11,104.4.11,國=12,英=11,數=8,,,,有
037022,國立新竹教育大學,幼兒教育學系,40,均標,均標,--,--,--,--,--,5,3,--,--,--,2,104.4.17,104.4.17,國=11,英=10,總=54,,,,有
037032,國立新竹教育大學,教育心理與諮商學系,16,均標,均標,均標,--,--,均標,--,6,5,4,--,--,3,104.4.17,104.4.17,國=13,英=12,數=8,總=60,,,無
037042,國立新竹教育大學,特殊教育學系,7,均標,均標,--,--,--,--,--,5,3,--,--,--,2.5,104.4.17,104.4.17,國=13,英=13,總=57,,,,有
037052,國立新竹教育大學,環境與文化資源學系,10,均標,均標,--,均標,--,--,--,5,4,--,3,--,--,104.4.17,104.4.17,國=13,英=11,社=13,,,,有
037062,國立新竹教育大學,中國語文學系,10,均標,--,--,--,--,--,--,5,3,--,--,--,--,104.4.10,104.4.10,國=14,英=11,,,,,有
037072,國立新竹教育大學,應用數學系,10,--,--,均標,--,均標,--,--,--,6,3,--,6,--,104.4.17,104.4.17,英+自=16,數=12,,,,,有
037082,國立新竹教育大學,應用科學系材料科學組,14,--,均標,均標,--,均標,--,B級,--,6,5,--,5,3.5,104.4.17,104.4.17,英=9,數+自=16,總=55,,,,有
037092,國立新竹教育大學,應用科學系生命科學組,15,--,均標,--,--,均標,均標,B級,--,5,--,--,4,3,104.4.17,104.4.17,英=10,自=11,總=56,,,,有
037102,國立新竹教育大學,教育與學習科技學系(公費生),2,頂標,頂標,頂標,--,--,頂標,--,5,4,3,--,--,--,104.4.11,104.4.11,國=14,英=14,數=12,,,,無
037112,國立新竹教育大學,中國語文學系(公費生),1,頂標,頂標,--,--,--,前標,B級,10,5,--,--,--,--,104.4.10,104.4.10,國=14,英=15,,,,,無
037122,國立新竹教育大學,應用數學系(公費生),1,前標,前標,頂標,前標,頂標,--,--,10,12,6,--,8,--,104.4.17,104.4.17,英=12,國=13,自=14,數=14,,,有
038012,國立臺東大學,教育學系,24,均標,--,--,--,--,--,--,3,--,--,--,--,--,104.4.11,104.4.11,國=13,,,,,,有
038022,國立臺東大學,文化資源與休閒產業學系,24,後標,後標,--,--,--,後標,C級,--,--,--,3,--,--,104.4.11,104.4.11,社=13,,,,,,有
038032,國立臺東大學,幼兒教育學系,20,後標,--,--,--,--,--,--,3,5,6,--,--,--,104.4.11,104.4.11,數=6,英=7,國=11,,,,有
038042,國立臺東大學,特殊教育學系,22,後標,--,--,--,--,--,C級,3,--,--,--,--,--,104.4.11,104.4.11,國=13,,,,,,有
