科系代碼,學校,科系,招收人數,國文檢定,英文檢定,數學檢定,社會檢定,自然檢定,總級分檢定,英聽檢定,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,總級分倍率,第二試時間(起),第二試時間(訖),篩選一,篩選二,篩選三,篩選四,篩選五,篩選六,超額篩選
014352,淡江大學,建築學系,35,--,--,--,--,--,後標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=59,,,,,,有
014362,淡江大學,土木工程學系工程設施組,54,--,--,後標,--,--,--,--,--,5,3,--,4,--,104.4.11,104.4.12,英=8,自=9,數=9,,,,無
014372,淡江大學,土木工程學系營建企業組,27,--,--,--,--,後標,--,--,--,3,3,--,3,--,104.4.11,104.4.11,英+數+自=29,,,,,,有
014382,淡江大學,資訊工程學系,89,--,--,後標,--,--,--,--,--,3,3,--,3,--,104.4.11,104.4.11,英+數+自=31,,,,,,有
014392,淡江大學,機械與機電工程學系光機電整合組,30,--,--,--,--,--,後標,--,--,5,3,--,--,--,104.4.11,104.4.11,英=8,數=10,,,,,有
014402,淡江大學,機械與機電工程學系精密機械組,30,--,--,--,--,--,後標,--,--,5,3,--,--,--,104.4.11,104.4.11,英=6,數=9,,,,,有
014412,淡江大學,電機工程學系電機資訊組,40,--,--,--,--,--,均標,--,--,4,4,--,4,3,104.4.11,104.4.11,英+數+自=29,總=54,,,,,有
014422,淡江大學,電機工程學系電機通訊組,40,--,--,--,--,--,均標,--,--,4,4,--,4,3,104.4.11,104.4.11,英+數+自=28,總=54,,,,,有
014432,淡江大學,電機工程學系電機與系統組,40,--,--,--,--,--,均標,--,--,4,4,--,4,3,104.4.11,104.4.11,英+數+自=24,總=55,,,,,有
014442,淡江大學,化學工程與材料工程學系,60,--,後標,後標,--,後標,--,--,--,6,5,--,3,--,104.4.11,104.4.12,英=9,數=7,自=11,,,,有
014452,淡江大學,航空太空工程學系,66,--,--,--,--,後標,--,--,--,4,5,--,3,--,104.4.11,104.4.12,數=7,英=8,自=10,,,,有
014462,淡江大學,水資源及環境工程學系水資源工程組,40,--,--,--,--,後標,--,--,--,5,4,--,3,--,104.4.11,104.4.11,英=2,數=2,自=6,,,,無
014472,淡江大學,水資源及環境工程學系環境工程組,40,--,--,--,--,後標,--,--,--,5,4,--,3,--,104.4.11,104.4.11,英=2,數=2,自=6,,,,有
014482,淡江大學,資訊創新與科技學系軟體工程全英語組(蘭陽校園),35,--,均標,--,--,--,--,--,--,3,4,--,--,--,104.4.11,104.4.11,數=2,英=9,,,,,無
014492,淡江大學,資訊創新與科技學系應用資訊全英語組(蘭陽校園),35,--,均標,--,--,--,--,--,--,3,4,--,--,--,104.4.11,104.4.11,數=1,英=9,,,,,無
014502,淡江大學,國際觀光管理學系全英語學士班(蘭陽校園),90,--,前標,--,--,--,--,--,--,3,--,6,--,--,104.4.11,104.4.12,社=7,英=12,,,,,無
014512,淡江大學,英美語言文化學系全英語學士班(蘭陽校園),45,--,前標,--,--,--,--,--,4,3,--,6,--,--,104.4.11,104.4.12,社=6,國=9,英=12,,,,有
014522,淡江大學,全球政治經濟學系全英語學士班(蘭陽校園),45,--,均標,--,--,--,--,--,--,3,--,--,--,--,104.4.11,104.4.12,英=11,,,,,,有
015012,逢甲大學,機械與電腦輔助工程學系,100,--,--,均標,--,--,--,--,--,--,5,--,5,3,104.4.11,104.4.11,數+自=15,總=49,,,,,有
015022,逢甲大學,纖維與複合材料學系,78,--,--,--,--,後標,--,--,--,--,7,--,7,3,104.4.12,104.4.12,數+自=7,總=48,,,,,有
015032,逢甲大學,工業工程與系統管理學系,54,--,--,均標,--,--,--,--,--,--,7,--,7,3,104.4.11,104.4.11,數+自=12,總=47,,,,,有
015042,逢甲大學,化學工程學系,64,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=52,,,,,,有
015052,逢甲大學,航太與系統工程學系,80,--,--,--,--,後標,--,--,--,--,5,--,5,3,104.4.11,104.4.11,數+自=18,總=50,,,,,有
015062,逢甲大學,精密系統設計學士學位學程,25,--,--,--,--,--,均標,--,--,--,3,--,--,7,104.4.11,104.4.11,總=47,數=8,,,,,有
015072,逢甲大學,會計學系,42,--,--,--,--,--,均標,--,4,3,--,--,--,5,--,--,總=53,國=12,英=11,,,,有
015082,逢甲大學,國際貿易學系,86,--,--,--,--,--,均標,--,--,3,--,--,--,5,104.4.10,104.4.10,總=47,英=11,,,,,有
015092,逢甲大學,財稅學系,60,--,--,--,--,--,均標,--,3,3,3,--,--,7,104.4.11,104.4.11,總=47,國+英+數=29,,,,,有
015102,逢甲大學,合作經濟學系,23,--,--,--,--,--,均標,--,3,3,3,--,--,8,104.4.10,104.4.10,總=47,國+英+數=29,,,,,有
015112,逢甲大學,統計學系,65,--,--,--,--,--,均標,--,--,3,3,--,--,6,104.4.12,104.4.12,總=47,英+數=16,,,,,有
015122,逢甲大學,經濟學系,71,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.10,104.4.10,總=51,,,,,,有
015132,逢甲大學,企業管理學系,59,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=51,,,,,,有
015142,逢甲大學,國際企業管理學士學位學程(英語專班),43,--,均標,--,--,--,均標,B級,4,3,--,4,--,8,104.4.10,104.4.10,總=47,國+社=24,英=12,,,,有
015152,逢甲大學,行銷學系,66,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.10,104.4.10,總=52,,,,,,有
015162,逢甲大學,應用數學系,78,--,--,均標,--,--,--,--,--,--,6,--,--,3,104.4.11,104.4.11,數=7,總=46,,,,,有
015172,逢甲大學,材料科學與工程學系,73,--,--,--,--,--,均標,--,--,--,3,--,3,6,104.4.11,104.4.11,總=47,數+自=20,,,,,有
015182,逢甲大學,環境工程與科學學系,71,--,--,--,--,後標,--,--,3,--,3,--,3,6,104.4.11,104.4.11,總=44,國+數+自=29,,,,,有
015192,逢甲大學,光電學系,78,--,--,--,--,--,均標,--,--,--,3,--,3,6,104.4.11,104.4.11,總=47,數+自=19,,,,,有
015202,逢甲大學,中國文學系,31,均標,--,--,--,--,均標,--,3,--,--,--,--,12,104.4.12,104.4.12,總=47,國=13,,,,,有
015212,逢甲大學,外國語文學系,55,均標,均標,--,--,--,均標,B級,--,3,--,--,--,10,104.4.11,104.4.11,總=47,英=12,,,,,有
015222,逢甲大學,資訊工程學系,106,--,--,後標,--,--,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=52,,,,,,有
015232,逢甲大學,電子工程學系,85,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=50,,,,,,有
015242,逢甲大學,電機工程學系,74,--,--,--,--,--,均標,--,--,--,3,--,3,5,104.4.11,104.4.11,總=51,數+自=22,,,,,有
015252,逢甲大學,自動控制工程學系,78,後標,後標,均標,--,均標,--,--,--,--,5,--,5,3,104.4.12,104.4.12,數+自=16,總=49,,,,,有
015262,逢甲大學,資訊電機學院不分系榮譽班,84,--,--,--,--,--,均標,--,--,--,5,--,5,3,104.4.11,104.4.11,數+自=14,總=49,,,,,有
015272,逢甲大學,通訊工程學系,82,--,--,均標,--,--,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=46,,,,,,有
015282,逢甲大學,土木工程學系,62,均標,--,後標,--,均標,--,--,3,--,3,--,3,5,104.4.11,104.4.11,總=47,國+數+自=31,,,,,有
015292,逢甲大學,水利工程與資源保育學系,69,--,--,後標,--,後標,--,--,--,--,3,--,3,5,104.4.10,104.4.10,總=46,數+自=18,,,,,有
015302,逢甲大學,建築學系,55,均標,後標,--,--,--,均標,--,3,3,--,--,--,5,104.4.11,104.4.11,總=50,國+英=23,,,,,有
015312,逢甲大學,都市計畫與空間資訊學系都市計畫組,29,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=50,,,,,,有
015322,逢甲大學,都市計畫與空間資訊學系空間資訊組,28,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=48,,,,,,有
015332,逢甲大學,運輸科技與管理學系,61,--,--,--,--,--,均標,--,3,3,3,--,--,5,104.4.11,104.4.11,總=47,國+英+數=29,,,,,有
015342,逢甲大學,土地管理學系,59,--,--,--,--,--,均標,--,3,3,3,--,--,5,104.4.11,104.4.11,總=47,國+英+數=27,,,,,有
015352,逢甲大學,財務金融學系,86,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.11,104.4.11,總=53,,,,,,有
015362,逢甲大學,風險管理與保險學系,60,均標,均標,--,--,--,--,--,3,3,--,--,--,5,104.4.12,104.4.12,總=46,國+英=23,,,,,有
015372,逢甲大學,財務工程與精算學士學位學程,24,--,均標,均標,--,--,均標,--,--,3,4,--,--,5,104.4.11,104.4.11,總=47,數=7,英=10,,,,有
016012,國立中央大學,中國文學系,15,前標,前標,--,均標,--,--,--,3,--,--,--,--,--,104.4.18,104.4.18,國=15,,,,,,有
016022,國立中央大學,英美語文學系,13,頂標,頂標,--,均標,--,--,--,20,3,--,--,--,--,104.4.11,104.4.11,國=13,英=15,,,,,有
016032,國立中央大學,法國語文學系,9,均標,均標,--,均標,--,--,--,6,3,--,10,--,--,104.4.11,104.4.11,社=14,國=14,英=14,,,,有
016042,國立中央大學,數學系,36,--,--,均標,--,--,--,--,--,9,3,--,6,--,104.4.11,104.4.11,英=9,自=12,數=14,,,,有
016052,國立中央大學,物理學系,15,均標,均標,均標,--,均標,--,--,--,--,6,--,3,--,104.4.11,104.4.11,數=13,自=14,,,,,有
016062,國立中央大學,化學學系,14,均標,均標,均標,--,均標,--,--,--,--,6,--,3,--,104.4.18,104.4.18,數=13,自=14,,,,,有
016072,國立中央大學,光電科學與工程學系,13,均標,前標,前標,--,前標,--,--,--,5,5,--,5,3,104.4.11,104.4.11,英+數+自=40,總=67,,,,,有
016082,國立中央大學,土木工程學系,36,均標,均標,均標,--,均標,--,--,--,--,--,--,--,3,104.4.11,104.4.11,總=65,,,,,,有
016092,國立中央大學,機械工程學系光機電工程組,20,均標,均標,前標,均標,前標,--,--,--,3,3,--,3,--,104.4.11,104.4.11,英+數+自=40,,,,,,有
016102,國立中央大學,機械工程學系先進材料與精密製造組,20,均標,均標,前標,均標,前標,--,--,--,3,3,--,3,--,104.4.11,104.4.11,英+數+自=40,,,,,,有
016112,國立中央大學,機械工程學系設計與分析組,20,均標,均標,前標,均標,前標,--,--,--,3,3,--,3,--,104.4.11,104.4.11,英+數+自=40,,,,,,有
016122,國立中央大學,化學工程與材料工程學系,20,均標,前標,頂標,--,頂標,--,--,3,3,3,--,3,--,104.4.11,104.4.11,國+英+數+自=53,,,,,,有
016132,國立中央大學,企業管理學系,18,前標,前標,前標,--,--,--,--,10,10,10,--,--,3,104.4.10,104.4.10,國+英+數=37,總=65,,,,,有
016142,國立中央大學,資訊管理學系,40,--,--,--,--,--,前標,--,3,3,3,--,--,--,104.4.10,104.4.10,國+英+數=39,,,,,,有
016152,國立中央大學,經濟學系,19,均標,均標,前標,--,--,--,--,6,6,6,--,--,3,104.4.18,104.4.18,國+英+數=38,總=65,,,,,有
016162,國立中央大學,財務金融學系,18,均標,前標,前標,--,--,前標,--,3,3,3,--,--,--,104.4.11,104.4.11,國+英+數=41,,,,,,有
016172,國立中央大學,電機工程學系,67,均標,均標,均標,--,均標,--,--,--,3,6,--,6,--,104.4.11,104.4.11,數+自=26,英=13,,,,,有
016182,國立中央大學,資訊工程學系,40,均標,前標,前標,--,前標,--,--,--,4,3,--,5,3,104.4.10,104.4.10,自=14,英=13,數+總=78,,,,有
016192,國立中央大學,通訊工程學系,23,均標,均標,前標,--,前標,--,--,10,8,3,--,6,--,104.4.17,104.4.17,國=13,英=12,自=13,數=12,,,有
016202,國立中央大學,大氣科學學系大氣組,15,均標,均標,前標,--,前標,--,--,--,--,6,--,6,3,104.4.11,104.4.11,數+自=26,總=67,,,,,有
016212,國立中央大學,大氣科學學系太空組,15,均標,均標,前標,--,前標,--,--,--,--,6,--,6,3,104.4.11,104.4.11,數+自=26,總=65,,,,,有
016222,國立中央大學,地球科學學系,27,均標,前標,前標,--,前標,--,--,--,6,6,--,3,--,104.4.11,104.4.11,英+數=23,自=14,,,,,有
016232,國立中央大學,客家語文暨社會科學學系,9,前標,均標,--,前標,--,--,--,6,--,--,6,--,5,104.4.11,104.4.11,國+社=26,總=56,,,,,有
016242,國立中央大學,生命科學系,15,--,前標,均標,--,前標,--,B級,--,--,5,--,3,--,104.4.10,104.4.10,數=11,自=14,,,,,有
016252,國立中央大學,生醫科學與工程學系,7,--,前標,--,--,前標,--,--,--,5,--,--,5,--,104.4.17,104.4.17,英+自=29,,,,,,有
016262,國立中央大學,不分系招生(向日葵甲組),3,均標,前標,前標,--,前標,前標,--,--,--,--,--,--,5,104.4.10,104.4.10,總=61,,,,,,無
016272,國立中央大學,不分系招生(向日葵乙組),5,前標,前標,前標,均標,--,前標,--,--,--,--,--,--,4,104.4.10,104.4.10,總=58,,,,,,無
017012,中國文化大學,哲學系,24,後標,--,底標,--,--,--,--,3,6,6,--,--,--,104.4.11,104.4.11,英+數=12,國=11,,,,,有
017022,中國文化大學,中國文學系中國文學組,51,均標,--,--,--,--,--,--,3,5,--,--,--,--,104.4.11,104.4.11,英=7,國=12,,,,,有
017032,中國文化大學,中國文學系文藝創作組,28,均標,--,--,--,--,--,--,3,5,--,--,--,--,104.4.11,104.4.11,英=8,國=12,,,,,有
017042,中國文化大學,史學系,26,均標,後標,--,均標,--,--,--,3,3,--,3,--,--,104.4.11,104.4.11,國+英+社=32,,,,,,有
017052,中國文化大學,日本語文學系,56,後標,後標,--,--,--,--,--,3,4,--,--,--,--,104.4.11,104.4.11,英=10,國=11,,,,,有
017062,中國文化大學,韓國語文學系,23,均標,均標,--,--,--,--,--,3,3,--,--,--,--,104.4.11,104.4.11,國+英=23,,,,,,有
017072,中國文化大學,俄國語文學系,24,後標,後標,--,--,--,--,--,3,3,--,--,--,--,104.4.11,104.4.11,國+英=21,,,,,,有
017082,中國文化大學,英國語文學系,48,--,均標,--,--,--,--,B級,--,3,--,--,--,--,104.4.11,104.4.11,英=12,,,,,,有
017092,中國文化大學,法國語文學系,16,後標,後標,--,--,--,--,--,3,3,--,--,--,--,104.4.11,104.4.11,國+英=23,,,,,,有
017102,中國文化大學,德國語文學系,23,後標,後標,--,--,--,--,--,3,3,--,--,--,--,104.4.11,104.4.11,國+英=23,,,,,,有
017112,中國文化大學,應用數學系,50,--,--,後標,--,--,--,--,3,3,4,--,--,--,104.4.11,104.4.11,數=7,國+英=16,,,,,有
017122,中國文化大學,光電物理學系,33,--,--,--,--,--,底標,--,--,--,3,--,--,--,104.4.11,104.4.11,數=9,,,,,,有
017132,中國文化大學,化學系,30,--,--,--,--,後標,--,--,--,--,--,--,3,--,104.4.11,104.4.11,自=11,,,,,,有
017142,中國文化大學,地理學系,23,--,--,--,--,--,後標,--,--,3,--,--,--,--,104.4.11,104.4.11,英=9,,,,,,有
017152,中國文化大學,大氣科學系,24,--,--,均標,--,--,--,--,--,--,3,--,--,--,104.4.11,104.4.11,數=9,,,,,,有
017162,中國文化大學,地質學系,25,--,--,--,--,--,後標,--,--,7,6,--,3,--,104.4.11,104.4.11,英=3,數=4,自=9,,,,有
017172,中國文化大學,生命科學系,26,--,--,--,--,後標,--,--,--,3,--,--,5,--,104.4.11,104.4.11,自=8,英=7,,,,,有
017182,中國文化大學,法律學系法學組,88,底標,--,--,--,--,--,--,3,3,--,--,--,--,104.4.12,104.4.12,國+英=21,,,,,,有
017192,中國文化大學,法律學系財經法律組,59,底標,--,--,--,--,--,--,3,3,--,--,--,--,104.4.12,104.4.12,國+英=21,,,,,,有
017202,中國文化大學,政治學系,20,--,--,--,後標,--,--,--,3,3,--,--,--,--,104.4.11,104.4.11,國+英=21,,,,,,有
017212,中國文化大學,經濟學系,40,--,--,--,--,--,底標,--,--,3,5,--,--,--,--,--,數=7,英=7,,,,,有
017222,中國文化大學,勞工關係學系勞資關係組,25,--,--,--,--,--,底標,--,3,3,--,--,--,--,104.4.11,104.4.11,國+英=21,,,,,,有
017232,中國文化大學,勞工關係學系人力資源組,25,--,--,--,--,--,底標,--,3,3,--,--,--,--,104.4.11,104.4.11,國+英=21,,,,,,有
017242,中國文化大學,社會福利學系,40,底標,底標,--,--,--,--,--,--,3,5,--,--,--,104.4.11,104.4.11,數=6,英=8,,,,,有
017252,中國文化大學,行政管理學系,50,--,--,--,底標,--,--,--,--,3,--,3,--,--,104.4.11,104.4.11,英+社=21,,,,,,有
017262,中國文化大學,園藝暨生物技術學系,26,--,--,--,--,--,底標,--,--,6,--,--,3,--,104.4.12,104.4.12,英=6,自=10,,,,,有
017272,中國文化大學,動物科學系,24,--,--,--,--,後標,--,--,--,--,--,--,5,3,104.4.12,104.4.12,自=9,總=47,,,,,有
017282,中國文化大學,森林暨自然保育學系,40,--,--,--,--,--,後標,--,--,3,--,--,3,--,104.4.12,104.4.12,英+自=16,,,,,,有
017292,中國文化大學,土地資源學系,28,均標,--,--,--,--,--,--,--,3,--,--,--,6,104.4.12,104.4.12,總=34,英=8,,,,,有
017302,中國文化大學,生活應用科學系,22,--,--,--,--,--,底標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=44,,,,,,有
017312,中國文化大學,保健營養學系,35,--,--,--,--,後標,--,--,--,3,--,--,5,--,104.4.12,104.4.12,自=9,英=10,,,,,有
017322,中國文化大學,化學工程與材料工程學系,41,--,--,--,--,底標,--,--,--,3,3,--,3,--,104.4.12,104.4.12,英+數+自=25,,,,,,有
017332,中國文化大學,電機工程學系,50,--,--,均標,--,--,--,--,--,3,3,--,--,--,--,--,英+數=16,,,,,,有
017342,中國文化大學,機械工程學系,48,--,--,底標,--,--,--,--,--,--,3,--,3,--,104.4.12,104.4.12,數+自=18,,,,,,無
017352,中國文化大學,紡織工程學系,34,--,--,--,--,底標,--,--,--,--,--,--,3,--,104.4.12,104.4.12,自=9,,,,,,有
017362,中國文化大學,資訊工程學系,50,--,--,底標,--,--,--,--,--,--,3,--,--,--,104.4.12,104.4.12,數=9,,,,,,有
017372,中國文化大學,國際貿易學系,65,--,後標,--,--,--,--,--,--,3,--,--,--,--,104.4.12,104.4.12,英=11,,,,,,有
017382,中國文化大學,國際企業管理學系,59,--,後標,--,--,--,--,--,--,3,--,--,--,--,104.4.12,104.4.12,英=11,,,,,,有
017392,中國文化大學,會計學系,35,底標,--,--,--,--,--,--,3,3,--,--,--,--,104.4.12,104.4.12,國+英=21,,,,,,有
017402,中國文化大學,觀光事業學系,45,--,後標,--,--,--,--,--,3,3,--,--,--,--,104.4.12,104.4.12,國+英=22,,,,,,有
017412,中國文化大學,資訊管理學系,75,--,後標,--,--,--,--,--,5,3,--,--,--,--,104.4.12,104.4.12,國=10,英=9,,,,,有
017422,中國文化大學,財務金融學系金融行銷組,25,--,底標,--,--,--,--,--,--,3,--,--,--,--,104.4.12,104.4.12,英=10,,,,,,有
017432,中國文化大學,財務金融學系財務金融組,50,--,--,底標,--,--,--,--,--,3,3,--,--,--,104.4.12,104.4.12,英+數=14,,,,,,有
017442,中國文化大學,全球商務學士學位學程,45,--,均標,--,--,--,--,--,--,3,--,--,--,--,104.4.12,104.4.12,英=10,,,,,,有
017452,中國文化大學,新聞學系,52,後標,後標,--,--,--,--,--,3,3,--,--,--,--,104.4.12,104.4.12,國+英=22,,,,,,有
017462,中國文化大學,廣告學系,50,後標,後標,--,--,--,--,--,6,3,--,--,--,--,104.4.12,104.4.12,國=12,英=10,,,,,有
017472,中國文化大學,資訊傳播學系,47,後標,後標,後標,--,--,--,--,--,3,5,--,--,--,104.4.12,104.4.12,數=5,英=8,,,,,有
017482,中國文化大學,大眾傳播學系,53,底標,--,--,--,--,--,--,3,3,--,--,--,--,104.4.12,104.4.12,國+英=23,,,,,,有
017492,中國文化大學,市政暨環境規劃學系,34,--,後標,後標,--,--,--,--,--,3,3,--,--,--,104.4.12,104.4.12,英+數=13,,,,,,有
017502,中國文化大學,建築及都市設計學系,45,--,均標,--,--,--,--,--,3,3,3,--,--,--,104.4.12,104.4.12,國+英+數=21,,,,,,無
017512,中國文化大學,景觀學系,35,後標,後標,--,--,後標,--,--,--,3,--,--,--,--,104.4.12,104.4.12,英=9,,,,,,有
017522,中國文化大學,教育學系,40,均標,--,--,--,--,--,--,6,5,--,3,--,--,104.4.11,104.4.11,國=11,英=8,社=11,,,,有
017532,中國文化大學,心理輔導學系,35,--,--,均標,--,--,--,--,5,3,--,4,--,--,104.4.11,104.4.11,國=10,社=10,英=8,,,,有
017542,中國文化大學,戲劇學系,45,後標,--,--,--,--,--,--,5,5,--,--,--,--,104.4.11,104.4.12,國+英=20,,,,,,有
017552,中國文化大學,中國戲劇學系,51,底標,--,--,--,--,--,--,5,--,--,--,--,--,104.4.11,104.4.12,國=9,,,,,,有
018012,靜宜大學,英國語文學系,87,--,均標,--,--,--,均標,B級,--,3,--,--,--,--,104.4.12,104.4.12,英=9,,,,,,無
018022,靜宜大學,英國語文學系-類繁星,20,--,均標,--,--,--,均標,B級,--,3,--,--,--,--,--,--,英=9,,,,,,無
018032,靜宜大學,西班牙語文學系,55,後標,均標,--,--,--,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=46,,,,,,有
018042,靜宜大學,西班牙語文學系-類繁星,15,後標,均標,--,--,--,後標,--,--,--,--,--,--,3,--,--,總=48,,,,,,有
018052,靜宜大學,日本語文學系,32,--,--,--,--,--,均標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=49,,,,,,有
018062,靜宜大學,日本語文學系-類繁星,6,--,--,--,--,--,均標,--,--,--,--,--,--,3,--,--,總=52,,,,,,有
018072,靜宜大學,中國文學系,58,均標,--,--,--,--,後標,--,3,--,--,--,--,--,104.4.12,104.4.12,國=13,,,,,,有
018082,靜宜大學,中國文學系-類繁星,10,均標,--,--,--,--,後標,--,3,--,--,--,--,--,--,--,國=13,,,,,,有
018092,靜宜大學,社會工作與兒童少年福利學系,57,--,後標,--,--,--,後標,--,3,3,--,--,--,--,104.4.12,104.4.12,國+英=22,,,,,,有
018102,靜宜大學,社會工作與兒童少年福利學系-類繁星,10,--,後標,--,--,--,後標,--,3,3,--,--,--,--,--,--,國+英=23,,,,,,有
018112,靜宜大學,台灣文學系,30,均標,--,--,均標,--,後標,--,3,--,--,--,--,--,104.4.12,104.4.12,國=12,,,,,,有
018122,靜宜大學,台灣文學系-類繁星,10,均標,--,--,均標,--,後標,--,3,--,--,--,--,--,--,--,國=12,,,,,,有
018132,靜宜大學,法律學系,55,--,--,--,均標,--,均標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=47,,,,,,無
018142,靜宜大學,法律學系-類繁星,10,--,--,--,均標,--,均標,--,--,--,--,--,--,3,--,--,總=48,,,,,,有
018152,靜宜大學,生態人文學系,30,--,--,--,--,--,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=45,,,,,,有
018162,靜宜大學,生態人文學系-類繁星,10,--,--,--,--,--,後標,--,--,--,--,--,--,3,--,--,總=42,,,,,,有
018172,靜宜大學,大眾傳播學系,26,均標,均標,--,--,--,均標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=49,,,,,,有
018182,靜宜大學,大眾傳播學系-類繁星,9,均標,均標,--,--,--,後標,--,--,--,--,--,--,3,--,--,總=47,,,,,,有
018192,靜宜大學,財務與計算數學系計算數學組,25,--,--,--,--,--,後標,--,--,--,4,--,--,3,104.4.12,104.4.12,數=8,總=41,,,,,有
018202,靜宜大學,財務與計算數學系計算數學組-類繁星,8,--,--,--,--,--,後標,--,--,--,4,--,--,3,--,--,數=7,總=39,,,,,無
018212,靜宜大學,財務與計算數學系財務工程組,27,--,--,--,--,--,後標,--,--,--,4,--,--,3,104.4.12,104.4.12,數=7,總=41,,,,,無
018222,靜宜大學,財務與計算數學系財務工程組-類繁星,8,--,--,--,--,--,後標,--,--,--,4,--,--,3,--,--,數=5,總=39,,,,,無
018232,靜宜大學,應用化學系,55,--,--,--,--,--,後標,--,--,--,--,--,4,3,104.4.12,104.4.12,自=9,總=45,,,,,有
018242,靜宜大學,應用化學系-類繁星,15,--,--,--,--,--,後標,--,--,--,--,--,4,3,--,--,自=4,總=42,,,,,有
018252,靜宜大學,食品營養學系營養與保健組,29,--,--,--,--,後標,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=50,,,,,,有
018262,靜宜大學,食品營養學系營養與保健組-類繁星,10,--,--,--,--,後標,後標,--,--,--,--,--,--,3,--,--,總=51,,,,,,有
018272,靜宜大學,食品營養學系食品與生物技術組,28,--,--,--,--,後標,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=49,,,,,,有
018282,靜宜大學,食品營養學系食品與生物技術組-類繁星,10,--,--,--,--,後標,後標,--,--,--,--,--,--,3,--,--,總=50,,,,,,有
018292,靜宜大學,化粧品科學系,55,後標,後標,--,--,後標,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=46,,,,,,有
018302,靜宜大學,化粧品科學系-類繁星,20,--,--,--,--,後標,後標,--,--,--,--,--,--,3,--,--,總=46,,,,,,有
018312,靜宜大學,統計資訊學系,25,--,--,均標,--,--,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=45,,,,,,有
018322,靜宜大學,統計資訊學系-類繁星,10,--,--,均標,--,--,後標,--,--,--,--,--,--,3,--,--,總=43,,,,,,無
018332,靜宜大學,企業管理學系,70,--,均標,--,--,--,後標,--,--,5,3,--,--,--,104.4.12,104.4.12,英=9,數=3,,,,,有
018342,靜宜大學,企業管理學系-類繁星,15,--,後標,均標,--,--,後標,--,--,5,3,--,--,--,--,--,英=6,數=7,,,,,有
018352,靜宜大學,國際企業學系,75,--,後標,後標,--,--,後標,--,--,4,5,--,--,3,104.4.12,104.4.12,數=5,英=8,總=44,,,,有
018362,靜宜大學,國際企業學系-類繁星,15,--,後標,後標,--,--,後標,--,--,3,4,--,--,--,--,--,數=6,英=9,,,,,有
018372,靜宜大學,會計學系,72,--,--,--,--,--,後標,--,--,8,5,--,--,3,104.4.12,104.4.12,英=3,數=6,總=45,,,,無
018382,靜宜大學,會計學系-類繁星,15,--,--,--,--,--,後標,--,--,4,2.5,--,--,--,--,--,英=8,數=7,,,,,有
018392,靜宜大學,觀光事業學系,67,--,後標,後標,--,--,後標,C級,--,3,--,--,--,5,104.4.12,104.4.12,總=44,英=10,,,,,有
018402,靜宜大學,觀光事業學系-類繁星,20,--,後標,後標,--,--,後標,C級,--,3,--,--,--,5,--,--,總=45,英=11,,,,,無
018412,靜宜大學,財務金融學系,74,--,後標,後標,--,--,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=46,,,,,,有
018422,靜宜大學,財務金融學系-類繁星,12,--,後標,後標,--,--,後標,--,--,4,3,--,--,--,--,--,英=9,數=6,,,,,有
018432,靜宜大學,寰宇管理學士學位學程,35,--,均標,--,--,--,後標,B級,--,5,--,--,--,3,104.4.12,104.4.12,英=9,總=43,,,,,有
018442,靜宜大學,資訊管理學系,68,--,後標,後標,--,--,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=46,,,,,,有
018452,靜宜大學,資訊管理學系-類繁星,10,--,後標,後標,--,--,後標,--,--,--,--,--,--,3,--,--,總=45,,,,,,有
018462,靜宜大學,資訊工程學系,68,--,--,--,--,--,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=47,,,,,,有
018472,靜宜大學,資訊工程學系-類繁星,10,--,--,--,--,--,後標,--,--,--,--,--,--,3,--,--,總=47,,,,,,無
018482,靜宜大學,資訊傳播工程學系,68,--,後標,後標,--,--,後標,--,--,--,--,--,--,3,104.4.12,104.4.12,總=44,,,,,,有
