科系代碼,學校,科系,學測國文,學測英文,學測數學,學測社會,學測自然,學測總級分,國文,英文,數學甲,數學乙,物理,化學,生物,歷史,地理,公民,英聽
05109,長榮大學,科技管理學位學程,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05110,長榮大學,醫務管理學系,--,--,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
05111,長榮大學,職業安全與衛生學系(自然組),--,--,--,--,--,--,2.00,2.00,--,--,1.00,1.00,2.00,--,--,--,--
05112,長榮大學,職業安全與衛生學系(社會組),--,--,--,--,--,--,2.00,--,--,1.00,--,--,--,2.00,1.00,2.00,--
05113,長榮大學,護理學系,--,--,--,--,--,--,1.00,2.00,2.00,--,--,1.00,2.00,--,--,--,--
05114,長榮大學,運動競技學系,--,--,--,--,--,--,2.00,1.00,1.00,--,2.00,--,2.00,--,--,--,--
05115,長榮大學,生物科技學系,--,--,--,--,--,--,2.00,1.00,1.00,--,--,2.00,2.00,--,--,--,--
05116,長榮大學,企業管理學系,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05117,長榮大學,科技工程與管理學系(社會組),--,--,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
05118,長榮大學,大眾傳播學系,底標,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
05119,長榮大學,媒體設計科技學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,2.00,--,1.00,--
05120,長榮大學,翻譯學系,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,2.00,1.00,1.00,--
05121,長榮大學,航運管理學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,2.00,--,--
05122,長榮大學,應用日語學系,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,2.00,1.00,1.00,--
05124,長榮大學,科技工程與管理學系(自然組),--,--,--,--,--,--,2.00,2.00,2.00,--,1.00,1.00,--,--,--,--,--
05125,長榮大學,觀光與餐飲管理學系,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05126,長榮大學,資訊工程學系(社會組),--,--,--,--,--,--,2.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
05127,長榮大學,保健營養學系,--,--,--,--,--,--,2.00,1.00,1.00,--,--,2.00,2.00,--,--,--,--
05128,長榮大學,健康心理學系,--,--,--,--,--,--,2.00,2.00,1.00,--,--,1.00,2.00,--,--,--,--
05129,長榮大學,數位內容創作學士學位學程,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05131,長榮大學,健康產業發展學士學位學程,--,--,--,--,--,--,2.00,1.00,1.00,--,--,2.00,2.00,--,--,--,--
05132,長榮大學,資訊工程學系(自然組),--,--,--,--,--,--,2.00,2.00,2.00,--,1.00,1.00,--,--,--,--,--
05133,長榮大學,國際會展管理學士學位學程,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05134,長榮大學,國際財務與商務管理學士學位學程,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,2.00,1.00,--,--
05135,長榮大學,不動產財務金融學士學位學程,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05136,長榮大學,環境與食品安全檢驗學士學位學程,--,--,--,--,--,--,2.00,1.00,1.00,--,--,2.00,2.00,--,--,--,--
05137,長榮大學,台灣文化創意產業學士學位學程,--,--,--,--,--,--,1.50,--,--,--,--,--,--,2.00,2.00,1.00,--
05138,長榮大學,創新互動設計學士學位學程,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05139,長榮大學,財務金融學系(投資理財組),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05602,國立臺灣藝術大學,圖文傳播藝術學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
05603,國立臺灣藝術大學,戲劇學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,1.00,--,B
05609,國立臺灣藝術大學,電影學系,均標,均標,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,--,1.00,--
05610,國立臺灣藝術大學,廣播電視學系,均標,均標,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,B
05801,國立暨南國際大學,財務金融學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,--
05802,國立暨南國際大學,國際企業學系,--,--,--,--,--,--,1.00,2.00,--,1.50,--,--,--,--,--,--,--
05803,國立暨南國際大學,土木工程學系,--,--,--,--,--,--,1.00,2.00,2.00,--,2.00,1.00,--,--,--,--,--
05804,國立暨南國際大學,應用化學系,--,--,--,--,--,--,1.00,2.00,2.00,--,1.00,2.00,--,--,--,--,--
05805,國立暨南國際大學,資訊管理學系,--,--,--,--,--,--,1.75,2.00,--,2.00,--,--,--,--,--,--,--
05806,國立暨南國際大學,電機工程學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,1.00,--,--,--,--,--
05807,國立暨南國際大學,外國語文學系,--,--,--,--,--,--,1.25,1.50,--,1.00,--,--,--,1.00,1.00,--,--
05808,國立暨南國際大學,中國語文學系,--,--,--,--,--,--,2.00,1.25,--,--,--,--,--,1.75,1.00,--,--
05809,國立暨南國際大學,歷史學系,--,--,--,--,--,--,1.00,1.25,--,1.00,--,--,--,1.00,1.00,--,--
05810,國立暨南國際大學,公共行政與政策學系,--,--,--,--,--,--,1.00,1.25,--,1.00,--,--,--,1.00,--,1.00,--
05811,國立暨南國際大學,社會政策與社會工作學系,--,--,--,--,--,--,1.50,2.00,--,1.25,--,--,--,1.00,--,1.00,--
05812,國立暨南國際大學,經濟學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,--,--,--,--
05813,國立暨南國際大學,資訊工程學系,--,--,--,--,--,--,1.00,2.00,2.00,--,1.00,1.00,--,--,--,--,--
05814,國立暨南國際大學,教育政策與行政學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,1.00,1.00,--,--
05815,國立暨南國際大學,國際文教與比較教育學系,--,--,--,--,--,--,1.50,2.00,--,1.00,--,--,--,--,--,--,--
05816,國立暨南國際大學,應用材料及光電工程學系,--,--,--,--,--,--,1.00,2.00,2.00,--,2.00,1.00,--,--,--,--,--
05817,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,--,--,--,--,--,--,1.00,2.00,--,1.00,--,--,--,1.00,2.00,--,--
05818,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,--,--,--,--,--,--,1.00,2.00,--,1.00,--,--,--,1.00,--,2.00,--
05819,國立暨南國際大學,東南亞學系東南亞組,--,--,--,--,--,--,1.25,1.50,--,--,--,--,--,1.25,1.00,1.00,--
05820,國立暨南國際大學,東南亞學系人類學組,--,--,--,--,--,--,1.25,1.50,--,--,--,--,--,1.25,1.00,1.00,--
05821,國立暨南國際大學,終身學習與諮商心理學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,--,--,1.00,--
05901,南華大學,文學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,1.00,--
05902,南華大學,創意產品設計學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,--,--,--,--
05903,南華大學,生死學系社會工作組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05904,南華大學,管理學院國際企業學士學位學程,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,2.00,1.00,--,--
05905,南華大學,傳播學系,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05906,南華大學,資訊管理學系資訊管理組,--,--,--,--,--,--,2.00,2.00,--,1.75,--,--,--,--,--,--,--
05907,南華大學,生死學系諮商組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05908,南華大學,應用社會學系社會工作組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,1.00,--,--
05909,南華大學,建築與景觀學系社會組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05910,南華大學,企業管理學系,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05911,南華大學,國際事務與企業學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,--,--
05912,南華大學,應用社會學系社會組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,1.00,--,--
05914,南華大學,文化創意事業管理學系文創行銷組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05915,南華大學,旅遊管理學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,1.00,--
05916,南華大學,文化創意事業管理學系休閒產業組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05917,南華大學,財務金融學系,--,--,--,--,--,--,2.00,1.00,--,2.00,--,--,--,2.00,1.00,--,--
05918,南華大學,資訊工程學系,--,--,--,--,--,--,2.00,1.75,--,2.00,--,--,--,--,--,--,--
05919,南華大學,外國語文學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,2.00,1.00,--,B
05920,南華大學,幼兒教育學系,--,--,--,--,--,--,2.00,1.50,--,--,--,--,--,1.25,--,--,--
05921,南華大學,自然生物科技學系,--,--,--,--,--,--,2.00,1.00,--,--,--,1.00,2.00,--,--,--,--
05922,南華大學,資訊管理學系網路多媒體應用組,--,--,--,--,--,--,2.00,2.00,--,1.75,--,--,--,--,--,--,--
05923,南華大學,民族音樂學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,--,--
05924,南華大學,生死學系殯葬服務組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
05925,南華大學,視覺與媒體藝術學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,--,--
05926,南華大學,建築與景觀學系自然組,--,--,--,--,--,--,2.00,1.00,2.00,--,2.00,1.00,--,--,--,--,--
06003,國立臺灣體育運動大學,運動事業管理學系,--,--,--,--,--,--,2.00,2.00,--,1.75,--,--,--,1.00,1.00,--,--
06004,國立臺灣體育運動大學,運動健康科學系,--,--,--,--,--,--,1.00,2.00,--,--,1.00,1.50,2.00,--,--,--,--
06005,國立臺灣體育運動大學,運動資訊與傳播學系(資訊組),--,--,--,--,--,--,1.75,2.00,--,2.00,--,--,--,--,--,--,--
06006,國立臺灣體育運動大學,運動資訊與傳播學系(傳播組),--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,1.75,1.00,--,--
06302,國立臺南藝術大學,應用音樂學系(藝術管理組),--,--,--,--,--,--,1.50,1.50,--,--,--,--,--,1.00,1.00,--,--
06304,國立臺南藝術大學,藝術史學系,--,--,--,--,--,--,1.50,1.75,--,1.00,--,--,--,1.50,1.00,--,--
06501,玄奘大學,大眾傳播學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06502,玄奘大學,餐旅管理學系餐飲管理組,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06503,玄奘大學,應用外語學系(英語組),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06504,玄奘大學,時尚設計學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06506,玄奘大學,廣播與電視新聞學系數位內容製播組,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06507,玄奘大學,廣播與電視新聞學系圖書資訊管理組,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06508,玄奘大學,應用心理學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06509,玄奘大學,視覺傳達設計學系廣告設計組,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06510,玄奘大學,餐旅管理學系旅館管理組,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06511,玄奘大學,法律學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06512,玄奘大學,社會福利與社會工作學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06513,玄奘大學,企業管理學系經營管理組,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06516,玄奘大學,資訊管理學系,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06517,玄奘大學,企業管理學系觀光行銷組,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06518,玄奘大學,應用外語學系(日語組),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06519,玄奘大學,視覺傳達設計學系數位媒體組,--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
06520,玄奘大學,影劇藝術學系,--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,2.00,--
07901,真理大學,英美語文學系(台北校區),--,--,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,2.00,--
07902,真理大學,宗教文化與組織管理學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
07904,真理大學,應用日語學系(台北校區),均標,--,--,--,--,--,2.00,1.00,--,--,--,--,--,1.00,1.00,1.00,--
07905,真理大學,工業管理與經營資訊學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
07906,真理大學,休閒遊憩事業學系(台南校區),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,2.00,--,--
07907,真理大學,企業管理學系(台北校區),--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,2.00,2.00,2.00,--
07908,真理大學,財政稅務學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
07909,真理大學,財務金融學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,--,2.00,2.00,--
07910,真理大學,國際貿易學系(台北校區),--,--,--,--,--,底標,2.00,2.00,--,1.00,--,--,--,--,1.00,2.00,--
07911,真理大學,會計資訊學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
07912,真理大學,經濟學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
07913,真理大學,運動管理學系(台北校區),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,2.00,1.00,--,--
07914,真理大學,旅遊文化與健康產業學士學位學程(台南校區),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,2.00,--,--
07915,真理大學,觀光事業學系(台北校區),--,底標,--,--,--,--,1.00,2.00,--,1.00,--,--,--,2.00,2.00,--,--
07916,真理大學,觀光暨服務產業學士學位學程(台南校區),--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,2.00,--,--
07917,真理大學,資訊工程學系乙組(台北校區),--,--,--,--,--,--,2.00,1.75,--,2.00,--,--,--,--,--,--,--
07918,真理大學,財務與精算學系精算與保險經營組(台北校區),--,--,--,--,--,--,2.00,1.00,--,2.00,--,--,--,2.00,1.00,--,--
07920,真理大學,資訊工程學系甲組(台北校區),--,--,--,--,--,--,2.00,1.00,2.00,--,2.00,1.00,--,--,--,--,--
07922,真理大學,財務與精算學系財務資訊組(台北校區),--,--,--,--,--,--,2.00,1.50,--,2.00,--,--,--,--,--,--,--
07923,真理大學,音樂應用學系-行政管理組(台北校區),--,--,--,--,--,--,1.00,1.00,--,--,--,--,--,1.00,--,--,--
07924,真理大學,台灣文學系(台北校區),底標,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
07928,真理大學,資訊管理學系(台北校區),--,--,--,--,--,--,2.00,1.50,--,1.00,--,--,--,2.00,--,1.00,--
07929,真理大學,觀光數位知識學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
07930,真理大學,法律學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,1.00,2.00,--
07932,真理大學,運動資訊傳播學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,2.00,2.00,--,--
07933,真理大學,運動健康與休閒學系(台南校區),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,1.00,--
07935,真理大學,人文與資訊學系(台北校區),--,--,--,--,--,--,2.00,1.00,--,--,--,--,--,2.00,2.00,1.00,--
09901,國立臺北大學,不動產與城鄉環境學系,--,--,--,--,--,--,1.00,1.50,--,1.50,--,--,--,--,1.00,--,--
09902,國立臺北大學,企業管理學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
09903,國立臺北大學,統計學系,--,--,--,--,--,--,1.00,1.25,--,1.50,--,--,--,--,--,--,B
09904,國立臺北大學,財政學系,--,--,--,--,--,--,1.25,1.25,--,1.25,--,--,--,1.00,1.00,--,--
09905,國立臺北大學,中國文學系,--,--,--,--,--,--,2.00,1.25,--,1.00,--,--,--,1.25,1.00,--,B
09906,國立臺北大學,歷史學系,--,--,--,--,--,--,1.25,1.25,--,--,--,--,--,1.50,1.00,1.00,--
09907,國立臺北大學,應用外語學系,--,--,--,--,--,--,1.50,2.00,--,--,--,--,--,1.00,1.00,--,--
09908,國立臺北大學,公共行政暨政策學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.50,--
09909,國立臺北大學,法律學系司法組,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
09910,國立臺北大學,法律學系法學組,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
09911,國立臺北大學,社會工作學系,--,--,--,--,--,--,1.50,1.25,--,1.00,--,--,--,1.00,--,1.25,--
09912,國立臺北大學,社會學系,--,均標,--,--,--,--,1.00,1.50,--,1.00,--,--,--,--,--,--,--
09913,國立臺北大學,法律學系財經法組,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.00,--
09914,國立臺北大學,經濟學系,--,--,--,--,--,--,1.00,1.50,--,1.50,--,--,--,--,--,--,C
09915,國立臺北大學,金融與合作經營學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,1.00,1.00,--,B
09916,國立臺北大學,會計學系,--,--,--,--,--,--,1.00,2.00,--,2.00,--,--,--,1.00,1.00,--,--
09917,國立臺北大學,休閒運動管理學系,--,--,--,--,--,--,1.50,2.00,--,1.50,--,--,--,--,--,--,--
09918,國立臺北大學,資訊工程學系,--,--,--,--,--,--,1.00,1.25,1.50,--,1.25,1.00,--,--,--,--,--
09919,國立臺北大學,電機工程學系,--,--,--,--,--,--,1.00,1.00,1.00,--,1.00,1.00,--,--,--,--,--
09920,國立臺北大學,通訊工程學系,--,--,--,--,--,--,1.00,1.25,1.50,--,1.25,1.00,--,--,--,--,--
10002,國立嘉義大學,輔導與諮商學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,--,1.00,C
10003,國立嘉義大學,中國文學系,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,1.50,1.00,--,--
10004,國立嘉義大學,動物科學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,--
10005,國立嘉義大學,應用歷史學系,--,--,--,--,--,--,1.25,1.00,--,--,--,--,--,1.50,1.25,--,--
10006,國立嘉義大學,外國語言學系英語教學組,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,A
10007,國立嘉義大學,外國語言學系應用外語組,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,A
10008,國立嘉義大學,幼兒教育學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,1.00,--,--
10010,國立嘉義大學,特殊教育學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,--
10011,國立嘉義大學,財務金融學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
10012,國立嘉義大學,教育學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,--,1.00,--
10013,國立嘉義大學,生物事業管理學系,--,--,--,--,--,--,2.00,1.50,--,--,--,--,2.00,--,--,--,--
10014,國立嘉義大學,企業管理學系,--,--,--,--,--,--,2.00,1.50,--,2.00,--,--,--,1.00,1.00,--,--
10015,國立嘉義大學,應用經濟學系,--,--,--,--,--,--,1.00,1.50,--,1.50,--,--,--,--,--,--,--
10016,國立嘉義大學,土木與水資源工程學系,--,--,--,--,--,--,1.00,1.50,1.75,--,1.75,1.00,--,--,--,--,--
10017,國立嘉義大學,生物機電工程學系,--,--,--,--,--,--,1.00,1.50,1.75,--,1.50,1.00,--,--,--,--,--
10018,國立嘉義大學,應用化學系,--,--,--,--,--,--,1.00,2.00,1.00,--,1.50,2.00,--,--,--,--,--
10019,國立嘉義大學,電子物理學系,--,--,--,--,--,--,1.00,1.50,1.50,--,2.00,1.00,--,--,--,--,--
10020,國立嘉義大學,應用數學系,--,--,--,--,--,--,1.00,1.50,2.00,--,1.50,1.00,--,--,--,--,--
10021,國立嘉義大學,生化科技學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,2.00,2.00,--,--,--,B
10022,國立嘉義大學,水生生物科學系,--,後標,--,--,均標,--,1.00,1.75,1.00,--,--,1.75,2.00,--,--,--,B
10023,國立嘉義大學,生物資源學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,2.00,--,--,--,--
10025,國立嘉義大學,微生物免疫與生物藥學系,--,--,--,--,--,--,1.00,1.75,1.00,--,--,1.75,1.50,--,--,--,C
10026,國立嘉義大學,木質材料與設計學系,--,--,--,--,--,--,1.00,1.50,1.00,--,1.50,1.50,--,--,--,--,C
10027,國立嘉義大學,食品科學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,2.00,1.50,--,--,--,--
10028,國立嘉義大學,森林暨自然資源學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,C
10029,國立嘉義大學,園藝學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,B
10030,國立嘉義大學,農藝學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,C
10031,國立嘉義大學,獸醫學系,--,--,--,--,--,--,1.00,1.25,1.00,--,--,1.25,1.25,--,--,--,B
10032,國立嘉義大學,資訊工程學系,--,--,--,--,--,--,1.00,1.50,2.00,--,1.25,1.00,--,--,--,--,--
10033,國立嘉義大學,生物農業科技學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,--
10034,國立嘉義大學,資訊管理學系,--,--,--,--,--,--,2.00,1.50,2.00,--,--,--,--,--,--,--,--
10035,國立嘉義大學,景觀學系(社會組),--,--,--,--,--,--,2.00,1.00,--,1.50,--,--,--,1.00,2.00,--,--
10036,國立嘉義大學,數位學習設計與管理學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,--
10037,國立嘉義大學,電機工程學系,--,--,--,--,--,--,1.00,1.50,1.75,--,1.50,1.00,--,--,--,--,--
10038,國立嘉義大學,景觀學系(自然組),--,--,--,--,--,--,1.50,1.00,1.00,--,--,--,2.00,--,--,--,--
10039,國立嘉義大學,行銷與觀光管理學系,--,--,--,--,--,--,1.50,1.50,--,1.50,--,--,--,1.00,1.00,--,B
10040,國立嘉義大學,機械與能源工程學系,--,--,--,--,--,--,1.00,1.50,1.75,--,1.50,1.00,--,--,--,--,--
10041,國立嘉義大學,植物醫學系,--,--,--,--,--,--,1.00,1.50,1.00,--,--,1.50,1.50,--,--,--,--
10101,國立高雄大學,西洋語文學系,均標,前標,--,--,--,--,1.50,2.00,--,--,--,--,--,1.00,1.00,1.00,--
10102,國立高雄大學,應用經濟學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
10103,國立高雄大學,亞太工商管理學系企業管理組,--,--,--,--,--,--,1.00,1.25,--,1.00,--,--,--,1.00,1.00,--,--
10104,國立高雄大學,電機工程學系,--,--,--,--,--,--,1.00,1.50,1.50,--,1.50,1.00,--,--,--,--,--
10105,國立高雄大學,土木與環境工程學系,--,--,--,--,--,--,1.00,1.00,2.00,--,1.50,1.50,--,--,--,--,--
10106,國立高雄大學,亞太工商管理學系工業管理組,--,--,--,--,--,--,1.00,1.25,1.00,--,1.00,1.00,--,--,--,--,--
10107,國立高雄大學,應用數學系,--,--,--,--,--,--,1.00,1.00,1.50,--,1.00,--,--,--,--,--,--
10108,國立高雄大學,應用化學系,--,--,--,--,--,--,--,1.50,1.00,--,1.00,2.00,--,--,--,--,--
10109,國立高雄大學,運動健康與休閒學系,--,--,--,--,--,--,1.50,2.00,--,2.00,--,--,--,--,--,--,--
10110,國立高雄大學,資訊管理學系,--,--,--,--,--,--,1.00,1.50,--,1.50,--,--,--,--,--,--,--
10111,國立高雄大學,金融管理學系,--,均標,--,--,--,--,1.00,1.50,--,1.50,--,--,--,1.00,1.00,--,B
10112,國立高雄大學,法律學系,--,--,--,--,--,--,1.25,1.25,--,1.00,--,--,--,1.00,--,1.00,--
10113,國立高雄大學,政治法律學系,均標,均標,--,--,--,--,1.25,1.50,--,1.00,--,--,--,1.00,--,1.00,--
10114,國立高雄大學,財經法律學系,--,--,--,--,--,--,1.25,1.50,--,1.25,--,--,--,1.00,--,1.00,--
10115,國立高雄大學,生命科學系,--,--,--,--,--,--,--,1.25,1.00,--,1.00,1.50,1.50,--,--,--,--
10116,國立高雄大學,應用物理學系,--,--,--,--,--,--,1.00,1.00,1.50,--,2.00,1.00,--,--,--,--,C
10118,國立高雄大學,化學工程及材料工程學系,--,--,--,--,--,--,1.00,1.25,1.00,--,1.25,1.50,--,--,--,--,--
10119,國立高雄大學,資訊工程學系,均標,--,--,--,均標,--,1.00,1.00,1.50,--,1.00,--,--,--,--,--,--
10120,國立高雄大學,東亞語文學系日語組,均標,均標,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,--,--
10121,國立高雄大學,東亞語文學系越語組,均標,均標,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,--,--
10122,國立高雄大學,東亞語文學系韓語組,均標,均標,--,--,--,--,2.00,2.00,--,--,--,--,--,1.00,1.00,--,--
10801,慈濟大學,護理學系,--,--,--,--,--,--,1.00,2.00,1.00,--,--,1.00,2.00,--,--,--,--
10802,慈濟大學,生命科學系,--,--,--,--,--,--,1.00,1.75,1.00,--,--,2.00,2.00,--,--,--,--
10803,慈濟大學,人類發展學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.50,--
10804,慈濟大學,傳播學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.25,--
10805,慈濟大學,東方語文學系中文組,--,--,--,--,--,--,2.00,1.00,--,1.00,--,--,--,1.50,1.00,--,--
10806,慈濟大學,社會工作學系,--,--,--,--,--,--,1.50,1.50,--,1.00,--,--,--,1.00,--,1.50,--
10807,慈濟大學,兒童發展與家庭教育學系,--,--,--,--,--,--,2.00,2.00,--,1.00,--,--,--,1.00,1.00,--,--
10808,慈濟大學,醫學資訊學系醫學資訊技術組,--,--,--,--,--,--,1.50,2.00,2.00,--,1.00,--,--,--,--,--,--
